25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.209621 s, 500 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.303296 s, 346 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.333337 s, 315 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.276322 s, 379 MB/s
w, s, s, 4096, 1, 381.910292
w, s, r, 4096, 1, 374.042358
r, s, s, 4096, 1, 275.240928
r, s, r, 4096, 1, 33.381422
w, s, s, 4096, 1, 368.477608
w, s, r, 4096, 1, 373.313478
r, s, s, 4096, 1, 288.307332
r, s, r, 4096, 1, 33.466781
w, s, s, 1048576, 1, 377.075294
w, s, r, 1048576, 1, 392.798226
r, s, s, 1048576, 1, 278.896809
r, s, r, 1048576, 1, 272.296791
w, s, s, 1048576, 1, 377.424445
w, s, r, 1048576, 1, 393.667775
r, s, s, 1048576, 1, 288.015622
r, s, r, 1048576, 1, 276.326265
w, s, s, 4096, 1, 50.804237
w, s, r, 4096, 1, 53.466772
r, s, s, 4096, 1, 52.722162
r, s, r, 4096, 1, 22.892207
w, s, s, 4096, 1, 53.305770
w, s, r, 4096, 1, 53.838643
r, s, s, 4096, 1, 52.422263
r, s, r, 4096, 1, 23.907622
w, s, s, 1048576, 1, 384.869304
w, s, r, 1048576, 1, 382.215550
r, s, s, 1048576, 1, 349.673681
r, s, r, 1048576, 1, 349.491633
w, s, s, 1048576, 1, 383.327247
w, s, r, 1048576, 1, 382.232254
r, s, s, 1048576, 1, 344.834816
r, s, r, 1048576, 1, 346.405349
r, a, s, 4096, 1, 296.923852
r, a, r, 4096, 1, 34.431553
r, a, s, 4096, 1, 298.689735
r, a, r, 4096, 1, 34.180478
r, a, s, 4096, 15, 299.870648
r, a, r, 4096, 15, 34.655924
r, a, s, 4096, 15, 299.064488
r, a, r, 4096, 15, 34.572353
r, a, s, 4096, 31, 297.455120
r, a, r, 4096, 31, 39.422524
r, a, s, 4096, 31, 340.294570
r, a, r, 4096, 31, 39.461235
r, a, s, 4096, 62, 348.020585
r, a, r, 4096, 62, 39.424388
r, a, s, 4096, 62, 341.659601
r, a, r, 4096, 62, 39.486897
r, a, s, 1048576, 1, 336.549649
r, a, r, 1048576, 1, 326.045291
r, a, s, 1048576, 1, 336.059183
r, a, r, 1048576, 1, 326.329915
r, a, s, 1048576, 15, 333.065005
r, a, r, 1048576, 15, 321.954897
r, a, s, 1048576, 15, 333.100690
r, a, r, 1048576, 15, 322.039508
r, a, s, 1048576, 31, 334.124852
r, a, r, 1048576, 31, 321.548602
r, a, s, 1048576, 31, 333.439906
r, a, r, 1048576, 31, 319.973568
r, a, s, 1048576, 62, 333.301869
r, a, r, 1048576, 62, 321.430934
r, a, s, 1048576, 62, 332.283103
r, a, r, 1048576, 62, 321.526091
r, a, s, 4096, 1, 70.593913
r, a, r, 4096, 1, 38.866624
r, a, s, 4096, 1, 69.138704
r, a, r, 4096, 1, 39.264663
r, a, s, 4096, 15, 223.500758
r, a, r, 4096, 15, 39.357885
r, a, s, 4096, 15, 219.807403
r, a, r, 4096, 15, 39.564041
r, a, s, 4096, 31, 231.756225
r, a, r, 4096, 31, 39.423058
r, a, s, 4096, 31, 231.452692
r, a, r, 4096, 31, 39.423118
r, a, s, 4096, 62, 324.107909
r, a, r, 4096, 62, 39.060423
r, a, s, 4096, 62, 323.581730
r, a, r, 4096, 62, 39.393102
r, a, s, 1048576, 1, 396.182056
r, a, r, 1048576, 1, 324.749642
r, a, s, 1048576, 1, 395.202115
r, a, r, 1048576, 1, 324.921579
r, a, s, 1048576, 15, 477.907464
r, a, r, 1048576, 15, 319.692613
r, a, s, 1048576, 15, 478.124415
r, a, r, 1048576, 15, 320.950946
r, a, s, 1048576, 31, 477.550759
r, a, r, 1048576, 31, 318.467050
r, a, s, 1048576, 31, 478.058297
r, a, r, 1048576, 31, 320.235925
r, a, s, 1048576, 62, 478.326589
r, a, r, 1048576, 62, 319.767158
r, a, s, 1048576, 62, 478.317345
r, a, r, 1048576, 62, 318.428929
