25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.212648 s, 493 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.426302 s, 246 MB/s
2015-08-17 07:38:31.286871
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.273335 s, 384 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.295932 s, 354 MB/s
2015-08-17 07:38:34.015113
w, s, s, 4096, 1, 356.403278
w, s, r, 4096, 1, 354.984602
r, s, s, 4096, 1, 286.671792
r, s, r, 4096, 1, 33.318701
w, s, s, 4096, 1, 328.663767
w, s, r, 4096, 1, 336.317256
r, s, s, 4096, 1, 299.241044
r, s, r, 4096, 1, 33.545362
w, s, s, 1048576, 1, 337.190486
w, s, r, 1048576, 1, 354.729915
r, s, s, 1048576, 1, 282.445527
r, s, r, 1048576, 1, 271.639459
w, s, s, 1048576, 1, 346.658421
w, s, r, 1048576, 1, 353.170529
r, s, s, 1048576, 1, 297.297663
r, s, r, 1048576, 1, 275.082625
w, s, s, 4096, 1, 47.234404
w, s, r, 4096, 1, 48.316878
r, s, s, 4096, 1, 47.978650
r, s, r, 4096, 1, 23.009389
w, s, s, 4096, 1, 48.146727
w, s, r, 4096, 1, 48.559213
r, s, s, 4096, 1, 47.668819
r, s, r, 4096, 1, 22.752768
w, s, s, 1048576, 1, 333.217646
w, s, r, 1048576, 1, 334.749967
r, s, s, 1048576, 1, 321.313435
r, s, r, 1048576, 1, 327.678831
w, s, s, 1048576, 1, 322.070421
w, s, r, 1048576, 1, 319.510085
r, s, s, 1048576, 1, 314.586424
r, s, r, 1048576, 1, 317.564459
r, a, s, 4096, 1, 259.669660
r, a, r, 4096, 1, 33.247998
r, a, s, 4096, 1, 295.840724
r, a, r, 4096, 1, 33.217711
r, a, s, 4096, 15, 294.538474
r, a, r, 4096, 15, 33.225896
r, a, s, 4096, 15, 329.668172
r, a, r, 4096, 15, 37.976490
r, a, s, 4096, 31, 389.945320
r, a, r, 4096, 31, 37.877287
r, a, s, 4096, 31, 386.969965
r, a, r, 4096, 31, 37.986534
r, a, s, 4096, 62, 394.490943
r, a, r, 4096, 62, 38.000369
r, a, s, 4096, 62, 405.207873
r, a, r, 4096, 62, 38.016100
r, a, s, 1048576, 1, 333.565172
r, a, r, 1048576, 1, 305.775180
r, a, s, 1048576, 1, 350.311249
r, a, r, 1048576, 1, 305.280234
r, a, s, 1048576, 15, 386.288825
r, a, r, 1048576, 15, 300.260181
r, a, s, 1048576, 15, 404.677604
r, a, r, 1048576, 15, 302.380155
r, a, s, 1048576, 31, 400.052318
r, a, r, 1048576, 31, 302.190018
r, a, s, 1048576, 31, 359.090259
r, a, r, 1048576, 31, 301.652298
r, a, s, 1048576, 62, 402.466083
r, a, r, 1048576, 62, 301.635077
r, a, s, 1048576, 62, 363.921683
r, a, r, 1048576, 62, 301.764231
r, a, s, 4096, 1, 60.213277
r, a, r, 4096, 1, 37.567898
r, a, s, 4096, 1, 58.470211
r, a, r, 4096, 1, 37.655730
r, a, s, 4096, 15, 197.736785
r, a, r, 4096, 15, 38.320320
r, a, s, 4096, 15, 216.985007
r, a, r, 4096, 15, 37.892853
r, a, s, 4096, 31, 227.280959
r, a, r, 4096, 31, 38.079778
r, a, s, 4096, 31, 254.607633
r, a, r, 4096, 31, 37.992705
r, a, s, 4096, 62, 305.596291
r, a, r, 4096, 62, 37.710179
r, a, s, 4096, 62, 302.263380
r, a, r, 4096, 62, 37.956278
r, a, s, 1048576, 1, 389.506504
r, a, r, 1048576, 1, 306.119731
r, a, s, 1048576, 1, 392.274192
r, a, r, 1048576, 1, 304.766509
r, a, s, 1048576, 15, 464.364388
r, a, r, 1048576, 15, 303.431016
r, a, s, 1048576, 15, 464.433006
r, a, r, 1048576, 15, 304.801469
r, a, s, 1048576, 31, 455.027018
r, a, r, 1048576, 31, 308.967940
r, a, s, 1048576, 31, 431.779132
r, a, r, 1048576, 31, 303.088841
r, a, s, 1048576, 62, 434.378065
r, a, r, 1048576, 62, 302.786335
r, a, s, 1048576, 62, 436.872428
r, a, r, 1048576, 62, 305.277878
