25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.211099 s, 497 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.367516 s, 285 MB/s
2015-08-03 07:29:17.764805
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.274537 s, 382 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.312485 s, 336 MB/s
2015-08-03 07:29:20.494151
w, s, s, 4096, 1, 339.258337
w, s, r, 4096, 1, 325.976963
r, s, s, 4096, 1, 296.170152
r, s, r, 4096, 1, 33.012028
w, s, s, 4096, 1, 334.929082
w, s, r, 4096, 1, 326.776538
r, s, s, 4096, 1, 284.120230
r, s, r, 4096, 1, 33.566187
w, s, s, 1048576, 1, 341.982479
w, s, r, 1048576, 1, 339.352344
r, s, s, 1048576, 1, 287.046789
r, s, r, 1048576, 1, 267.455719
w, s, s, 1048576, 1, 346.848144
w, s, r, 1048576, 1, 339.956839
r, s, s, 1048576, 1, 299.837579
r, s, r, 1048576, 1, 269.968499
w, s, s, 4096, 1, 46.829032
w, s, r, 4096, 1, 48.531910
r, s, s, 4096, 1, 47.430115
r, s, r, 4096, 1, 22.532614
w, s, s, 4096, 1, 48.294058
w, s, r, 4096, 1, 48.678255
r, s, s, 4096, 1, 47.587075
r, s, r, 4096, 1, 22.733143
w, s, s, 1048576, 1, 320.993921
w, s, r, 1048576, 1, 321.081398
r, s, s, 1048576, 1, 325.115275
r, s, r, 1048576, 1, 328.474982
w, s, s, 1048576, 1, 331.394202
w, s, r, 1048576, 1, 325.290734
r, s, s, 1048576, 1, 324.298088
r, s, r, 1048576, 1, 327.348010
r, a, s, 4096, 1, 292.077166
r, a, r, 4096, 1, 33.397596
r, a, s, 4096, 1, 295.401489
r, a, r, 4096, 1, 33.089516
r, a, s, 4096, 15, 302.736588
r, a, r, 4096, 15, 33.040593
r, a, s, 4096, 15, 315.171135
r, a, r, 4096, 15, 37.833247
r, a, s, 4096, 31, 395.607373
r, a, r, 4096, 31, 38.010909
r, a, s, 4096, 31, 392.198001
r, a, r, 4096, 31, 38.084520
r, a, s, 4096, 62, 382.960738
r, a, r, 4096, 62, 38.382737
r, a, s, 4096, 62, 362.921811
r, a, r, 4096, 62, 38.182872
r, a, s, 1048576, 1, 327.273438
r, a, r, 1048576, 1, 309.187435
r, a, s, 1048576, 1, 418.635056
r, a, r, 1048576, 1, 308.558749
r, a, s, 1048576, 15, 411.025757
r, a, r, 1048576, 15, 309.858185
r, a, s, 1048576, 15, 412.729955
r, a, r, 1048576, 15, 306.412750
r, a, s, 1048576, 31, 415.256950
r, a, r, 1048576, 31, 305.059927
r, a, s, 1048576, 31, 415.138780
r, a, r, 1048576, 31, 304.589751
r, a, s, 1048576, 62, 426.204595
r, a, r, 1048576, 62, 303.596277
r, a, s, 1048576, 62, 423.810316
r, a, r, 1048576, 62, 305.826987
r, a, s, 4096, 1, 62.105616
r, a, r, 4096, 1, 37.734778
r, a, s, 4096, 1, 61.669987
r, a, r, 4096, 1, 37.631878
r, a, s, 4096, 15, 200.654704
r, a, r, 4096, 15, 37.770760
r, a, s, 4096, 15, 208.404224
r, a, r, 4096, 15, 37.882034
r, a, s, 4096, 31, 233.849480
r, a, r, 4096, 31, 37.842500
r, a, s, 4096, 31, 284.430985
r, a, r, 4096, 31, 37.884045
r, a, s, 4096, 62, 320.646355
r, a, r, 4096, 62, 37.977771
r, a, s, 4096, 62, 318.171615
r, a, r, 4096, 62, 37.583568
r, a, s, 1048576, 1, 391.472121
r, a, r, 1048576, 1, 307.840879
r, a, s, 1048576, 1, 392.503887
r, a, r, 1048576, 1, 308.345187
r, a, s, 1048576, 15, 466.285891
r, a, r, 1048576, 15, 305.778230
r, a, s, 1048576, 15, 465.837015
r, a, r, 1048576, 15, 304.019755
r, a, s, 1048576, 31, 426.692819
r, a, r, 1048576, 31, 303.523469
r, a, s, 1048576, 31, 428.632319
r, a, r, 1048576, 31, 303.772292
r, a, s, 1048576, 62, 434.874725
r, a, r, 1048576, 62, 303.087898
r, a, s, 1048576, 62, 437.553519
r, a, r, 1048576, 62, 302.466784
