25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.218292 s, 480 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.453232 s, 231 MB/s
2015-08-03 07:29:17.764814
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.289291 s, 362 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.308887 s, 339 MB/s
2015-08-03 07:29:20.494160
w, s, s, 4096, 1, 324.518847
w, s, r, 4096, 1, 320.863078
r, s, s, 4096, 1, 289.228744
r, s, r, 4096, 1, 33.653246
w, s, s, 4096, 1, 330.785971
w, s, r, 4096, 1, 344.180560
r, s, s, 4096, 1, 285.699524
r, s, r, 4096, 1, 34.134832
w, s, s, 1048576, 1, 340.251615
w, s, r, 1048576, 1, 353.430962
r, s, s, 1048576, 1, 285.682242
r, s, r, 1048576, 1, 272.543264
w, s, s, 1048576, 1, 331.239006
w, s, r, 1048576, 1, 339.853875
r, s, s, 1048576, 1, 298.308185
r, s, r, 1048576, 1, 280.596014
w, s, s, 4096, 1, 47.255740
w, s, r, 4096, 1, 49.736785
r, s, s, 4096, 1, 48.120078
r, s, r, 4096, 1, 22.963597
w, s, s, 4096, 1, 49.143237
w, s, r, 4096, 1, 49.496858
r, s, s, 4096, 1, 48.291197
r, s, r, 4096, 1, 23.090919
w, s, s, 1048576, 1, 324.142474
w, s, r, 1048576, 1, 328.315440
r, s, s, 1048576, 1, 328.871829
r, s, r, 1048576, 1, 327.828615
w, s, s, 1048576, 1, 332.930673
w, s, r, 1048576, 1, 329.128940
r, s, s, 1048576, 1, 330.043694
r, s, r, 1048576, 1, 328.363285
r, a, s, 4096, 1, 288.043830
r, a, r, 4096, 1, 33.870314
r, a, s, 4096, 1, 289.650286
r, a, r, 4096, 1, 33.496609
r, a, s, 4096, 15, 291.622869
r, a, r, 4096, 15, 33.588437
r, a, s, 4096, 15, 352.132384
r, a, r, 4096, 15, 38.419857
r, a, s, 4096, 31, 409.194358
r, a, r, 4096, 31, 38.607119
r, a, s, 4096, 31, 389.716197
r, a, r, 4096, 31, 38.620911
r, a, s, 4096, 62, 390.343334
r, a, r, 4096, 62, 38.816322
r, a, s, 4096, 62, 338.930617
r, a, r, 4096, 62, 38.707086
r, a, s, 1048576, 1, 364.701368
r, a, r, 1048576, 1, 314.569163
r, a, s, 1048576, 1, 404.296176
r, a, r, 1048576, 1, 313.887966
r, a, s, 1048576, 15, 422.071630
r, a, r, 1048576, 15, 315.888497
r, a, s, 1048576, 15, 422.585569
r, a, r, 1048576, 15, 311.500862
r, a, s, 1048576, 31, 408.837103
r, a, r, 1048576, 31, 309.655399
r, a, s, 1048576, 31, 422.474887
r, a, r, 1048576, 31, 309.658273
r, a, s, 1048576, 62, 409.479126
r, a, r, 1048576, 62, 308.116917
r, a, s, 1048576, 62, 361.297324
r, a, r, 1048576, 62, 311.059157
r, a, s, 4096, 1, 61.068566
r, a, r, 4096, 1, 38.221661
r, a, s, 4096, 1, 60.528264
r, a, r, 4096, 1, 38.166032
r, a, s, 4096, 15, 194.954228
r, a, r, 4096, 15, 38.287797
r, a, s, 4096, 15, 190.585910
r, a, r, 4096, 15, 38.525304
r, a, s, 4096, 31, 229.164652
r, a, r, 4096, 31, 38.346621
r, a, s, 4096, 31, 250.262134
r, a, r, 4096, 31, 38.396796
r, a, s, 4096, 62, 314.071958
r, a, r, 4096, 62, 38.480031
r, a, s, 4096, 62, 292.863595
r, a, r, 4096, 62, 38.344740
r, a, s, 1048576, 1, 393.622461
r, a, r, 1048576, 1, 312.912721
r, a, s, 1048576, 1, 395.258628
r, a, r, 1048576, 1, 312.744889
r, a, s, 1048576, 15, 465.159599
r, a, r, 1048576, 15, 310.549851
r, a, s, 1048576, 15, 464.890727
r, a, r, 1048576, 15, 309.436002
r, a, s, 1048576, 31, 426.496130
r, a, r, 1048576, 31, 309.077536
r, a, s, 1048576, 31, 427.401693
r, a, r, 1048576, 31, 310.413899
r, a, s, 1048576, 62, 434.224808
r, a, r, 1048576, 62, 310.072194
r, a, s, 1048576, 62, 439.477973
r, a, r, 1048576, 62, 308.667473
