25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.211529 s, 496 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.393065 s, 267 MB/s
2015-08-03 07:29:17.712537
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.267209 s, 392 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.313883 s, 334 MB/s
2015-08-03 07:29:20.438377
w, s, s, 4096, 1, 339.188708
w, s, r, 4096, 1, 333.427715
r, s, s, 4096, 1, 314.269514
r, s, r, 4096, 1, 35.835489
w, s, s, 4096, 1, 331.934947
w, s, r, 4096, 1, 320.139319
r, s, s, 4096, 1, 307.399362
r, s, r, 4096, 1, 36.075732
w, s, s, 1048576, 1, 334.799051
w, s, r, 1048576, 1, 336.831126
r, s, s, 1048576, 1, 307.097282
r, s, r, 1048576, 1, 292.621260
w, s, s, 1048576, 1, 342.103215
w, s, r, 1048576, 1, 349.273466
r, s, s, 1048576, 1, 318.567673
r, s, r, 1048576, 1, 299.462569
w, s, s, 4096, 1, 50.351899
w, s, r, 4096, 1, 51.848576
r, s, s, 4096, 1, 51.986861
r, s, r, 4096, 1, 24.660483
w, s, s, 4096, 1, 51.380025
w, s, r, 4096, 1, 51.552002
r, s, s, 4096, 1, 53.014997
r, s, r, 4096, 1, 25.023890
w, s, s, 1048576, 1, 340.086688
w, s, r, 1048576, 1, 337.343020
r, s, s, 1048576, 1, 339.698266
r, s, r, 1048576, 1, 343.092811
w, s, s, 1048576, 1, 334.312834
w, s, r, 1048576, 1, 348.320838
r, s, s, 1048576, 1, 344.021248
r, s, r, 1048576, 1, 343.487005
r, a, s, 4096, 1, 317.652219
r, a, r, 4096, 1, 35.546213
r, a, s, 4096, 1, 313.936304
r, a, r, 4096, 1, 35.898435
r, a, s, 4096, 15, 308.750700
r, a, r, 4096, 15, 35.830552
r, a, s, 4096, 15, 320.930449
r, a, r, 4096, 15, 35.648262
r, a, s, 4096, 31, 307.242616
r, a, r, 4096, 31, 35.859304
r, a, s, 4096, 31, 309.069410
r, a, r, 4096, 31, 35.831728
r, a, s, 4096, 62, 314.505008
r, a, r, 4096, 62, 36.001665
r, a, s, 4096, 62, 306.983375
r, a, r, 4096, 62, 35.975223
r, a, s, 1048576, 1, 303.495392
r, a, r, 1048576, 1, 292.285814
r, a, s, 1048576, 1, 299.503116
r, a, r, 1048576, 1, 288.130223
r, a, s, 1048576, 15, 314.401287
r, a, r, 1048576, 15, 286.959547
r, a, s, 1048576, 15, 311.998248
r, a, r, 1048576, 15, 287.560167
r, a, s, 1048576, 31, 317.229016
r, a, r, 1048576, 31, 293.553627
r, a, s, 1048576, 31, 312.181796
r, a, r, 1048576, 31, 285.446734
r, a, s, 1048576, 62, 307.581747
r, a, r, 1048576, 62, 287.234794
r, a, s, 1048576, 62, 322.078004
r, a, r, 1048576, 62, 285.969789
r, a, s, 4096, 1, 58.182206
r, a, r, 4096, 1, 35.767683
r, a, s, 4096, 1, 53.103610
r, a, r, 4096, 1, 35.578349
r, a, s, 4096, 15, 196.135152
r, a, r, 4096, 15, 34.053755
r, a, s, 4096, 15, 197.210711
r, a, r, 4096, 15, 33.829631
r, a, s, 4096, 31, 202.887672
r, a, r, 4096, 31, 34.632515
r, a, s, 4096, 31, 223.016258
r, a, r, 4096, 31, 38.303322
r, a, s, 4096, 62, 323.890466
r, a, r, 4096, 62, 38.147811
r, a, s, 4096, 62, 311.070393
r, a, r, 4096, 62, 38.224391
r, a, s, 1048576, 1, 389.859697
r, a, r, 1048576, 1, 309.260141
r, a, s, 1048576, 1, 391.008547
r, a, r, 1048576, 1, 310.215611
r, a, s, 1048576, 15, 464.702540
r, a, r, 1048576, 15, 307.032403
r, a, s, 1048576, 15, 466.320463
r, a, r, 1048576, 15, 306.767658
r, a, s, 1048576, 31, 425.315510
r, a, r, 1048576, 31, 306.131214
r, a, s, 1048576, 31, 422.302701
r, a, r, 1048576, 31, 304.619317
r, a, s, 1048576, 62, 425.173147
r, a, r, 1048576, 62, 303.264609
r, a, s, 1048576, 62, 425.362196
r, a, r, 1048576, 62, 306.513645
