25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.210395 s, 498 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.39022 s, 269 MB/s
2015-08-03 07:29:17.712501
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.312384 s, 336 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.30758 s, 341 MB/s
2015-08-03 07:29:20.438337
w, s, s, 4096, 1, 338.163925
w, s, r, 4096, 1, 334.723271
r, s, s, 4096, 1, 296.070509
r, s, r, 4096, 1, 33.320927
w, s, s, 4096, 1, 331.586641
w, s, r, 4096, 1, 337.040511
r, s, s, 4096, 1, 281.054742
r, s, r, 4096, 1, 33.550852
w, s, s, 1048576, 1, 338.551842
w, s, r, 1048576, 1, 352.386533
r, s, s, 1048576, 1, 289.255391
r, s, r, 1048576, 1, 275.514200
w, s, s, 1048576, 1, 343.457909
w, s, r, 1048576, 1, 349.686526
r, s, s, 1048576, 1, 290.051954
r, s, r, 1048576, 1, 273.304961
w, s, s, 4096, 1, 47.227734
w, s, r, 4096, 1, 48.609510
r, s, s, 4096, 1, 47.532113
r, s, r, 4096, 1, 23.039026
w, s, s, 4096, 1, 48.085995
w, s, r, 4096, 1, 48.317040
r, s, s, 4096, 1, 48.522816
r, s, r, 4096, 1, 23.033672
w, s, s, 1048576, 1, 319.976886
w, s, r, 1048576, 1, 322.506763
r, s, s, 1048576, 1, 320.864394
r, s, r, 1048576, 1, 323.677593
w, s, s, 1048576, 1, 322.639379
w, s, r, 1048576, 1, 328.826441
r, s, s, 1048576, 1, 323.744744
r, s, r, 1048576, 1, 326.517858
r, a, s, 4096, 1, 299.985578
r, a, r, 4096, 1, 33.195602
r, a, s, 4096, 1, 293.953065
r, a, r, 4096, 1, 33.127199
r, a, s, 4096, 15, 268.407489
r, a, r, 4096, 15, 31.696678
r, a, s, 4096, 15, 275.197806
r, a, r, 4096, 15, 35.860849
r, a, s, 4096, 31, 377.992089
r, a, r, 4096, 31, 38.180872
r, a, s, 4096, 31, 385.501916
r, a, r, 4096, 31, 38.233964
r, a, s, 4096, 62, 373.924245
r, a, r, 4096, 62, 38.294030
r, a, s, 4096, 62, 400.078339
r, a, r, 4096, 62, 38.252317
r, a, s, 1048576, 1, 396.073125
r, a, r, 1048576, 1, 314.143638
r, a, s, 1048576, 1, 404.752096
r, a, r, 1048576, 1, 309.644450
r, a, s, 1048576, 15, 413.466879
r, a, r, 1048576, 15, 309.021251
r, a, s, 1048576, 15, 413.611476
r, a, r, 1048576, 15, 307.765512
r, a, s, 1048576, 31, 421.359042
r, a, r, 1048576, 31, 314.576819
r, a, s, 1048576, 31, 413.814273
r, a, r, 1048576, 31, 304.832848
r, a, s, 1048576, 62, 406.066836
r, a, r, 1048576, 62, 307.139758
r, a, s, 1048576, 62, 423.462643
r, a, r, 1048576, 62, 306.918803
r, a, s, 4096, 1, 61.028832
r, a, r, 4096, 1, 38.105154
r, a, s, 4096, 1, 57.582981
r, a, r, 4096, 1, 37.764176
r, a, s, 4096, 15, 216.257678
r, a, r, 4096, 15, 38.123873
r, a, s, 4096, 15, 205.090763
r, a, r, 4096, 15, 37.801447
r, a, s, 4096, 31, 253.890941
r, a, r, 4096, 31, 38.255312
r, a, s, 4096, 31, 253.439952
r, a, r, 4096, 31, 37.867083
r, a, s, 4096, 62, 327.317425
r, a, r, 4096, 62, 37.810788
r, a, s, 4096, 62, 304.576173
r, a, r, 4096, 62, 37.858919
r, a, s, 1048576, 1, 388.683489
r, a, r, 1048576, 1, 309.218687
r, a, s, 1048576, 1, 395.799494
r, a, r, 1048576, 1, 311.656608
r, a, s, 1048576, 15, 466.822885
r, a, r, 1048576, 15, 306.954360
r, a, s, 1048576, 15, 468.070540
r, a, r, 1048576, 15, 306.618219
r, a, s, 1048576, 31, 426.032429
r, a, r, 1048576, 31, 306.543987
r, a, s, 1048576, 31, 424.507387
r, a, r, 1048576, 31, 305.667285
r, a, s, 1048576, 62, 427.191883
r, a, r, 1048576, 62, 306.637126
r, a, s, 1048576, 62, 427.014880
r, a, r, 1048576, 62, 305.364653
