25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.212262 s, 494 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.410133 s, 256 MB/s
2015-08-03 07:29:17.712548
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.297383 s, 353 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.305372 s, 343 MB/s
2015-08-03 07:29:20.438388
w, s, s, 4096, 1, 339.141702
w, s, r, 4096, 1, 308.603915
r, s, s, 4096, 1, 292.203711
r, s, r, 4096, 1, 33.332577
w, s, s, 4096, 1, 314.307492
w, s, r, 4096, 1, 333.712910
r, s, s, 4096, 1, 288.807365
r, s, r, 4096, 1, 33.462524
w, s, s, 1048576, 1, 336.397345
w, s, r, 1048576, 1, 350.233862
r, s, s, 1048576, 1, 292.957695
r, s, r, 1048576, 1, 269.916237
w, s, s, 1048576, 1, 329.382930
w, s, r, 1048576, 1, 349.999729
r, s, s, 1048576, 1, 283.436959
r, s, r, 1048576, 1, 273.158144
w, s, s, 4096, 1, 47.011036
w, s, r, 4096, 1, 48.562273
r, s, s, 4096, 1, 47.898532
r, s, r, 4096, 1, 23.025368
w, s, s, 4096, 1, 48.387896
w, s, r, 4096, 1, 47.415743
r, s, s, 4096, 1, 47.791404
r, s, r, 4096, 1, 22.783388
w, s, s, 1048576, 1, 320.117857
w, s, r, 1048576, 1, 319.276531
r, s, s, 1048576, 1, 321.936297
r, s, r, 1048576, 1, 323.378036
w, s, s, 1048576, 1, 321.191967
w, s, r, 1048576, 1, 328.265911
r, s, s, 1048576, 1, 318.231912
r, s, r, 1048576, 1, 324.584289
r, a, s, 4096, 1, 293.840658
r, a, r, 4096, 1, 33.209617
r, a, s, 4096, 1, 294.653517
r, a, r, 4096, 1, 33.162007
r, a, s, 4096, 15, 262.294605
r, a, r, 4096, 15, 31.718835
r, a, s, 4096, 15, 311.375253
r, a, r, 4096, 15, 36.592404
r, a, s, 4096, 31, 378.583580
r, a, r, 4096, 31, 38.024667
r, a, s, 4096, 31, 351.769310
r, a, r, 4096, 31, 38.015252
r, a, s, 4096, 62, 385.089474
r, a, r, 4096, 62, 38.090917
r, a, s, 4096, 62, 386.294583
r, a, r, 4096, 62, 38.023116
r, a, s, 1048576, 1, 379.001251
r, a, r, 1048576, 1, 314.603802
r, a, s, 1048576, 1, 404.349317
r, a, r, 1048576, 1, 310.922345
r, a, s, 1048576, 15, 422.640638
r, a, r, 1048576, 15, 310.152317
r, a, s, 1048576, 15, 417.720987
r, a, r, 1048576, 15, 311.138446
r, a, s, 1048576, 31, 415.472850
r, a, r, 1048576, 31, 315.743533
r, a, s, 1048576, 31, 411.214540
r, a, r, 1048576, 31, 306.116503
r, a, s, 1048576, 62, 418.906184
r, a, r, 1048576, 62, 305.906956
r, a, s, 1048576, 62, 415.679071
r, a, r, 1048576, 62, 306.536795
r, a, s, 4096, 1, 59.688310
r, a, r, 4096, 1, 37.803199
r, a, s, 4096, 1, 58.146054
r, a, r, 4096, 1, 37.983642
r, a, s, 4096, 15, 198.527366
r, a, r, 4096, 15, 38.039836
r, a, s, 4096, 15, 216.719063
r, a, r, 4096, 15, 37.686212
r, a, s, 4096, 31, 218.681518
r, a, r, 4096, 31, 37.982250
r, a, s, 4096, 31, 232.581509
r, a, r, 4096, 31, 37.820523
r, a, s, 4096, 62, 321.617945
r, a, r, 4096, 62, 37.905175
r, a, s, 4096, 62, 307.049246
r, a, r, 4096, 62, 38.007925
r, a, s, 1048576, 1, 385.173406
r, a, r, 1048576, 1, 304.983880
r, a, s, 1048576, 1, 390.122953
r, a, r, 1048576, 1, 304.046360
r, a, s, 1048576, 15, 464.821772
r, a, r, 1048576, 15, 304.335939
r, a, s, 1048576, 15, 467.454518
r, a, r, 1048576, 15, 303.082140
r, a, s, 1048576, 31, 426.652945
r, a, r, 1048576, 31, 305.370797
r, a, s, 1048576, 31, 424.200257
r, a, r, 1048576, 31, 304.268970
r, a, s, 1048576, 62, 428.749546
r, a, r, 1048576, 62, 305.605915
r, a, s, 1048576, 62, 428.789884
r, a, r, 1048576, 62, 306.663477
