25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.212435 s, 494 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.358355 s, 293 MB/s
2015-08-15 22:37:09.641617
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.323843 s, 324 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.280914 s, 373 MB/s
2015-08-15 22:37:12.267619
w, s, s, 4096, 1, 374.847566
w, s, r, 4096, 1, 368.419325
r, s, s, 4096, 1, 345.369235
r, s, r, 4096, 1, 38.445799
w, s, s, 4096, 1, 339.605072
w, s, r, 4096, 1, 355.067501
r, s, s, 4096, 1, 413.296808
r, s, r, 4096, 1, 38.183141
w, s, s, 1048576, 1, 352.051456
w, s, r, 1048576, 1, 374.548414
r, s, s, 1048576, 1, 420.403089
r, s, r, 1048576, 1, 327.735629
w, s, s, 1048576, 1, 379.421751
w, s, r, 1048576, 1, 384.783916
r, s, s, 1048576, 1, 329.775936
r, s, r, 1048576, 1, 319.527379
w, s, s, 4096, 1, 52.600450
w, s, r, 4096, 1, 54.216905
r, s, s, 4096, 1, 54.954949
r, s, r, 4096, 1, 25.992634
w, s, s, 4096, 1, 54.962234
w, s, r, 4096, 1, 54.778829
r, s, s, 4096, 1, 56.671750
r, s, r, 4096, 1, 25.979891
w, s, s, 1048576, 1, 383.382563
w, s, r, 1048576, 1, 382.982909
r, s, s, 1048576, 1, 375.323452
r, s, r, 1048576, 1, 377.789571
w, s, s, 1048576, 1, 377.392761
w, s, r, 1048576, 1, 397.352250
r, s, s, 1048576, 1, 375.540958
r, s, r, 1048576, 1, 368.500394
r, a, s, 4096, 1, 336.367930
r, a, r, 4096, 1, 37.400005
r, a, s, 4096, 1, 353.120410
r, a, r, 4096, 1, 38.011219
r, a, s, 4096, 15, 377.792344
r, a, r, 4096, 15, 38.143644
r, a, s, 4096, 15, 387.660251
r, a, r, 4096, 15, 38.114280
r, a, s, 4096, 31, 347.791362
r, a, r, 4096, 31, 38.422324
r, a, s, 4096, 31, 412.142477
r, a, r, 4096, 31, 38.366008
r, a, s, 4096, 62, 419.515023
r, a, r, 4096, 62, 38.290453
r, a, s, 4096, 62, 406.453968
r, a, r, 4096, 62, 37.934518
r, a, s, 1048576, 1, 337.304977
r, a, r, 1048576, 1, 321.011244
r, a, s, 1048576, 1, 330.724659
r, a, r, 1048576, 1, 321.263481
r, a, s, 1048576, 15, 346.175958
r, a, r, 1048576, 15, 314.888920
r, a, s, 1048576, 15, 352.747251
r, a, r, 1048576, 15, 315.608878
r, a, s, 1048576, 31, 332.022022
r, a, r, 1048576, 31, 317.023725
r, a, s, 1048576, 31, 328.877310
r, a, r, 1048576, 31, 315.215059
r, a, s, 1048576, 62, 330.218039
r, a, r, 1048576, 62, 314.262595
r, a, s, 1048576, 62, 329.705607
r, a, r, 1048576, 62, 312.240635
r, a, s, 4096, 1, 63.027219
r, a, r, 4096, 1, 37.862729
r, a, s, 4096, 1, 62.604574
r, a, r, 4096, 1, 37.944283
r, a, s, 4096, 15, 236.343356
r, a, r, 4096, 15, 37.792347
r, a, s, 4096, 15, 228.662102
r, a, r, 4096, 15, 38.140130
r, a, s, 4096, 31, 226.278262
r, a, r, 4096, 31, 37.993219
r, a, s, 4096, 31, 242.536316
r, a, r, 4096, 31, 37.486684
r, a, s, 4096, 62, 319.723093
r, a, r, 4096, 62, 37.984046
r, a, s, 4096, 62, 307.829307
r, a, r, 4096, 62, 37.879268
r, a, s, 1048576, 1, 393.881219
r, a, r, 1048576, 1, 320.054666
r, a, s, 1048576, 1, 389.088636
r, a, r, 1048576, 1, 317.313860
r, a, s, 1048576, 15, 473.415010
r, a, r, 1048576, 15, 316.652874
r, a, s, 1048576, 15, 477.181680
r, a, r, 1048576, 15, 313.291051
r, a, s, 1048576, 31, 468.635416
r, a, r, 1048576, 31, 311.050101
r, a, s, 1048576, 31, 468.755003
r, a, r, 1048576, 31, 314.375746
r, a, s, 1048576, 62, 473.189445
r, a, r, 1048576, 62, 316.471221
r, a, s, 1048576, 62, 471.243088
r, a, r, 1048576, 62, 312.297963
