25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.221542 s, 473 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.349706 s, 300 MB/s
2015-08-15 22:37:09.621542
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.288377 s, 364 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.303849 s, 345 MB/s
2015-08-15 22:37:12.279715
w, s, s, 4096, 1, 351.515906
w, s, r, 4096, 1, 307.736911
r, s, s, 4096, 1, 330.859274
r, s, r, 4096, 1, 34.173627
w, s, s, 4096, 1, 332.716806
w, s, r, 4096, 1, 341.786033
r, s, s, 4096, 1, 329.708341
r, s, r, 4096, 1, 34.042598
w, s, s, 1048576, 1, 315.988163
w, s, r, 1048576, 1, 333.035623
r, s, s, 1048576, 1, 329.969751
r, s, r, 1048576, 1, 263.531735
w, s, s, 1048576, 1, 318.426765
w, s, r, 1048576, 1, 367.585079
r, s, s, 1048576, 1, 312.081506
r, s, r, 1048576, 1, 270.389369
w, s, s, 4096, 1, 51.265161
w, s, r, 4096, 1, 52.184380
r, s, s, 4096, 1, 50.948607
r, s, r, 4096, 1, 23.503430
w, s, s, 4096, 1, 51.651789
w, s, r, 4096, 1, 52.053090
r, s, s, 4096, 1, 51.344886
r, s, r, 4096, 1, 23.407915
w, s, s, 1048576, 1, 341.444916
w, s, r, 1048576, 1, 345.267708
r, s, s, 1048576, 1, 325.205967
r, s, r, 1048576, 1, 327.429004
w, s, s, 1048576, 1, 339.123333
w, s, r, 1048576, 1, 341.730645
r, s, s, 1048576, 1, 323.867196
r, s, r, 1048576, 1, 324.521919
r, a, s, 4096, 1, 339.343524
r, a, r, 4096, 1, 33.784536
r, a, s, 4096, 1, 337.142980
r, a, r, 4096, 1, 33.835082
r, a, s, 4096, 15, 336.827482
r, a, r, 4096, 15, 34.091381
r, a, s, 4096, 15, 348.337756
r, a, r, 4096, 15, 36.574692
r, a, s, 4096, 31, 429.464031
r, a, r, 4096, 31, 38.939448
r, a, s, 4096, 31, 422.792101
r, a, r, 4096, 31, 38.991633
r, a, s, 4096, 62, 422.314075
r, a, r, 4096, 62, 39.072328
r, a, s, 4096, 62, 429.227288
r, a, r, 4096, 62, 38.851189
r, a, s, 1048576, 1, 415.706174
r, a, r, 1048576, 1, 285.539793
r, a, s, 1048576, 1, 427.197034
r, a, r, 1048576, 1, 287.771372
r, a, s, 1048576, 15, 430.533531
r, a, r, 1048576, 15, 292.360723
r, a, s, 1048576, 15, 431.182574
r, a, r, 1048576, 15, 280.138865
r, a, s, 1048576, 31, 424.846090
r, a, r, 1048576, 31, 277.356966
r, a, s, 1048576, 31, 423.484198
r, a, r, 1048576, 31, 277.562111
r, a, s, 1048576, 62, 430.445737
r, a, r, 1048576, 62, 277.230017
r, a, s, 1048576, 62, 429.820639
r, a, r, 1048576, 62, 277.017441
r, a, s, 4096, 1, 67.264443
r, a, r, 4096, 1, 38.684435
r, a, s, 4096, 1, 69.080273
r, a, r, 4096, 1, 38.749083
r, a, s, 4096, 15, 228.560837
r, a, r, 4096, 15, 38.718137
r, a, s, 4096, 15, 227.994810
r, a, r, 4096, 15, 38.752763
r, a, s, 4096, 31, 253.793584
r, a, r, 4096, 31, 38.927915
r, a, s, 4096, 31, 251.070342
r, a, r, 4096, 31, 38.984466
r, a, s, 4096, 62, 320.172848
r, a, r, 4096, 62, 38.837339
r, a, s, 4096, 62, 310.394740
r, a, r, 4096, 62, 38.997211
r, a, s, 1048576, 1, 381.048392
r, a, r, 1048576, 1, 286.973149
r, a, s, 1048576, 1, 380.298267
r, a, r, 1048576, 1, 285.127153
r, a, s, 1048576, 15, 473.172316
r, a, r, 1048576, 15, 274.666992
r, a, s, 1048576, 15, 471.166884
r, a, r, 1048576, 15, 278.239261
r, a, s, 1048576, 31, 464.750715
r, a, r, 1048576, 31, 274.768574
r, a, s, 1048576, 31, 455.187794
r, a, r, 1048576, 31, 275.079283
r, a, s, 1048576, 62, 455.838302
r, a, r, 1048576, 62, 275.975685
r, a, s, 1048576, 62, 466.244290
r, a, r, 1048576, 62, 275.532849
