25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.207769 s, 505 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.318029 s, 330 MB/s
2015-08-18 21:16:39.078631
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.247322 s, 424 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.280489 s, 374 MB/s
2015-08-18 21:16:41.640571
w, s, s, 4096, 1, 0, 375.559991
w, s, r, 4096, 1, 0, 360.762111
r, s, s, 4096, 1, 0, 317.706993
r, s, r, 4096, 1, 0, 33.896876
w, s, s, 4096, 1, 0, 367.668256
w, s, r, 4096, 1, 0, 368.358829
r, s, s, 4096, 1, 0, 359.002280
r, s, r, 4096, 1, 0, 36.456221
w, s, s, 1048576, 1, 0, 361.711743
w, s, r, 1048576, 1, 0, 376.023027
r, s, s, 1048576, 1, 0, 379.022192
r, s, r, 1048576, 1, 0, 321.590369
w, s, s, 1048576, 1, 0, 363.295091
w, s, r, 1048576, 1, 0, 379.376144
r, s, s, 1048576, 1, 0, 414.118252
r, s, r, 1048576, 1, 0, 331.001897
w, s, s, 4096, 1, 1, 56.527761
w, s, r, 4096, 1, 1, 58.740976
r, s, s, 4096, 1, 1, 59.800409
r, s, r, 4096, 1, 1, 22.831906
w, s, s, 4096, 1, 1, 58.410208
w, s, r, 4096, 1, 1, 59.755257
r, s, s, 4096, 1, 1, 59.487114
r, s, r, 4096, 1, 1, 22.966258
w, s, s, 1048576, 1, 1, 396.142229
w, s, r, 1048576, 1, 1, 403.360494
r, s, s, 1048576, 1, 1, 376.020389
r, s, r, 1048576, 1, 1, 384.047820
w, s, s, 1048576, 1, 1, 392.472530
w, s, r, 1048576, 1, 1, 413.280206
r, s, s, 1048576, 1, 1, 381.040750
r, s, r, 1048576, 1, 1, 390.529004
r, a, s, 4096, 1, 0, 319.827155
r, a, r, 4096, 1, 0, 36.334011
r, a, s, 4096, 1, 0, 323.336811
r, a, r, 4096, 1, 0, 35.943062
r, a, s, 4096, 15, 0, 327.789313
r, a, r, 4096, 15, 0, 37.170759
r, a, s, 4096, 15, 0, 321.900715
r, a, r, 4096, 15, 0, 36.592940
r, a, s, 4096, 31, 0, 336.124919
r, a, r, 4096, 31, 0, 36.632857
r, a, s, 4096, 31, 0, 382.202375
r, a, r, 4096, 31, 0, 36.047897
r, a, s, 4096, 62, 0, 371.056531
r, a, r, 4096, 62, 0, 36.804559
r, a, s, 4096, 62, 0, 323.192525
r, a, r, 4096, 62, 0, 37.220507
r, a, s, 1048576, 1, 0, 394.602754
r, a, r, 1048576, 1, 0, 303.655841
r, a, s, 1048576, 1, 0, 411.146640
r, a, r, 1048576, 1, 0, 309.566164
r, a, s, 1048576, 15, 0, 377.576822
r, a, r, 1048576, 15, 0, 302.033043
r, a, s, 1048576, 15, 0, 339.183617
r, a, r, 1048576, 15, 0, 299.859051
r, a, s, 1048576, 31, 0, 369.962344
r, a, r, 1048576, 31, 0, 306.603397
r, a, s, 1048576, 31, 0, 361.731170
r, a, r, 1048576, 31, 0, 306.497877
r, a, s, 1048576, 62, 0, 362.166187
r, a, r, 1048576, 62, 0, 305.782722
r, a, s, 1048576, 62, 0, 345.266824
r, a, r, 1048576, 62, 0, 312.466877
r, a, s, 4096, 1, 1, 64.388409
r, a, r, 4096, 1, 1, 36.616480
r, a, s, 4096, 1, 1, 65.002991
r, a, r, 4096, 1, 1, 36.403685
r, a, s, 4096, 15, 1, 202.736375
r, a, r, 4096, 15, 1, 36.083228
r, a, s, 4096, 15, 1, 215.660548
r, a, r, 4096, 15, 1, 36.522466
r, a, s, 4096, 31, 1, 227.212866
r, a, r, 4096, 31, 1, 36.623561
r, a, s, 4096, 31, 1, 327.144800
r, a, r, 4096, 31, 1, 36.639943
r, a, s, 4096, 62, 1, 326.453972
r, a, r, 4096, 62, 1, 37.417968
r, a, s, 4096, 62, 1, 330.124507
r, a, r, 4096, 62, 1, 36.620563
r, a, s, 1048576, 1, 1, 384.957064
r, a, r, 1048576, 1, 1, 307.115888
r, a, s, 1048576, 1, 1, 387.662233
r, a, r, 1048576, 1, 1, 304.297043
r, a, s, 1048576, 15, 1, 475.409924
r, a, r, 1048576, 15, 1, 298.060192
r, a, s, 1048576, 15, 1, 475.448607
r, a, r, 1048576, 15, 1, 289.998582
r, a, s, 1048576, 31, 1, 473.923333
r, a, r, 1048576, 31, 1, 288.842013
r, a, s, 1048576, 31, 1, 465.826268
r, a, r, 1048576, 31, 1, 286.944492
r, a, s, 1048576, 62, 1, 474.678828
r, a, r, 1048576, 62, 1, 290.915119
r, a, s, 1048576, 62, 1, 471.613570
r, a, r, 1048576, 62, 1, 286.754109
