25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.2061 s, 509 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.302076 s, 347 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.316178 s, 332 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.271783 s, 386 MB/s
w, s, s, 4096, 1, 387.141967
w, s, r, 4096, 1, 375.171133
r, s, s, 4096, 1, 299.247144
r, s, r, 4096, 1, 33.453661
w, s, s, 4096, 1, 372.648652
w, s, r, 4096, 1, 377.648696
r, s, s, 4096, 1, 299.631295
r, s, r, 4096, 1, 33.561878
w, s, s, 1048576, 1, 379.775935
w, s, r, 1048576, 1, 395.326839
r, s, s, 1048576, 1, 297.868336
r, s, r, 1048576, 1, 292.556430
w, s, s, 1048576, 1, 385.673707
w, s, r, 1048576, 1, 397.236456
r, s, s, 1048576, 1, 294.093419
r, s, r, 1048576, 1, 285.526028
w, s, s, 4096, 1, 46.148388
w, s, r, 4096, 1, 49.780342
r, s, s, 4096, 1, 48.064813
r, s, r, 4096, 1, 22.791569
w, s, s, 4096, 1, 48.859667
w, s, r, 4096, 1, 47.934837
r, s, s, 4096, 1, 49.254803
r, s, r, 4096, 1, 23.201695
w, s, s, 1048576, 1, 381.954738
w, s, r, 1048576, 1, 384.303280
r, s, s, 1048576, 1, 346.847417
r, s, r, 1048576, 1, 342.812581
w, s, s, 1048576, 1, 381.787828
w, s, r, 1048576, 1, 380.192801
r, s, s, 1048576, 1, 344.171973
r, s, r, 1048576, 1, 348.086336
r, a, s, 4096, 1, 290.146129
r, a, r, 4096, 1, 33.403813
r, a, s, 4096, 1, 293.757289
r, a, r, 4096, 1, 33.580811
r, a, s, 4096, 15, 292.529504
r, a, r, 4096, 15, 33.429915
r, a, s, 4096, 15, 298.060963
r, a, r, 4096, 15, 34.758463
r, a, s, 4096, 31, 373.706541
r, a, r, 4096, 31, 38.285438
r, a, s, 4096, 31, 335.878992
r, a, r, 4096, 31, 38.231783
r, a, s, 4096, 62, 354.490939
r, a, r, 4096, 62, 38.057775
r, a, s, 4096, 62, 336.240211
r, a, r, 4096, 62, 38.262860
r, a, s, 1048576, 1, 337.597881
r, a, r, 1048576, 1, 328.479628
r, a, s, 1048576, 1, 336.988111
r, a, r, 1048576, 1, 328.411923
r, a, s, 1048576, 15, 334.307509
r, a, r, 1048576, 15, 325.558254
r, a, s, 1048576, 15, 334.641222
r, a, r, 1048576, 15, 325.289366
r, a, s, 1048576, 31, 333.189758
r, a, r, 1048576, 31, 324.782061
r, a, s, 1048576, 31, 359.323655
r, a, r, 1048576, 31, 324.589379
r, a, s, 1048576, 62, 333.247963
r, a, r, 1048576, 62, 324.528353
r, a, s, 1048576, 62, 362.806551
r, a, r, 1048576, 62, 324.444193
r, a, s, 4096, 1, 62.976539
r, a, r, 4096, 1, 38.054584
r, a, s, 4096, 1, 63.155760
r, a, r, 4096, 1, 37.917128
r, a, s, 4096, 15, 190.792211
r, a, r, 4096, 15, 37.762073
r, a, s, 4096, 15, 189.442274
r, a, r, 4096, 15, 38.190923
r, a, s, 4096, 31, 326.900758
r, a, r, 4096, 31, 38.115068
r, a, s, 4096, 31, 227.707545
r, a, r, 4096, 31, 37.715666
r, a, s, 4096, 62, 327.430192
r, a, r, 4096, 62, 38.010092
r, a, s, 4096, 62, 327.734020
r, a, r, 4096, 62, 38.252274
r, a, s, 1048576, 1, 393.683956
r, a, r, 1048576, 1, 326.691050
r, a, s, 1048576, 1, 392.620857
r, a, r, 1048576, 1, 325.656006
r, a, s, 1048576, 15, 481.098833
r, a, r, 1048576, 15, 322.457023
r, a, s, 1048576, 15, 481.325870
r, a, r, 1048576, 15, 324.568321
r, a, s, 1048576, 31, 481.819414
r, a, r, 1048576, 31, 323.075465
r, a, s, 1048576, 31, 481.569640
r, a, r, 1048576, 31, 323.729617
r, a, s, 1048576, 62, 480.073911
r, a, r, 1048576, 62, 321.858046
r, a, s, 1048576, 62, 480.553288
r, a, r, 1048576, 62, 323.092445
