25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.223001 s, 470 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.369702 s, 284 MB/s
2015-08-17 07:38:31.168048
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.324356 s, 323 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.309594 s, 339 MB/s
2015-08-17 07:38:33.905813
w, s, s, 4096, 1, 0, 343.877108
w, s, r, 4096, 1, 0, 343.815073
r, s, s, 4096, 1, 0, 323.762037
r, s, r, 4096, 1, 0, 35.758657
w, s, s, 4096, 1, 0, 314.758155
w, s, r, 4096, 1, 0, 334.895147
r, s, s, 4096, 1, 0, 320.717306
r, s, r, 4096, 1, 0, 35.763080
w, s, s, 1048576, 1, 0, 325.922509
w, s, r, 1048576, 1, 0, 333.767457
r, s, s, 1048576, 1, 0, 307.743845
r, s, r, 1048576, 1, 0, 295.395761
w, s, s, 1048576, 1, 0, 344.234082
w, s, r, 1048576, 1, 0, 338.929463
r, s, s, 1048576, 1, 0, 314.547771
r, s, r, 1048576, 1, 0, 303.482078
w, s, s, 4096, 1, 1, 49.779871
w, s, r, 4096, 1, 1, 50.729737
r, s, s, 4096, 1, 1, 51.622797
r, s, r, 4096, 1, 1, 24.380895
w, s, s, 4096, 1, 1, 51.954304
w, s, r, 4096, 1, 1, 51.728347
r, s, s, 4096, 1, 1, 50.820066
r, s, r, 4096, 1, 1, 24.099506
w, s, s, 1048576, 1, 1, 341.924625
w, s, r, 1048576, 1, 1, 339.445545
r, s, s, 1048576, 1, 1, 346.699357
r, s, r, 1048576, 1, 1, 346.251203
w, s, s, 1048576, 1, 1, 338.569202
w, s, r, 1048576, 1, 1, 339.982018
r, s, s, 1048576, 1, 1, 350.712130
r, s, r, 1048576, 1, 1, 341.446443
r, a, s, 4096, 1, 0, 333.177575
r, a, r, 4096, 1, 0, 34.193953
r, a, s, 4096, 1, 0, 285.928138
r, a, r, 4096, 1, 0, 33.935029
r, a, s, 4096, 15, 0, 285.608874
r, a, r, 4096, 15, 0, 34.039809
r, a, s, 4096, 15, 0, 284.080871
r, a, r, 4096, 15, 0, 33.712587
r, a, s, 4096, 31, 0, 285.854922
r, a, r, 4096, 31, 0, 34.473381
r, a, s, 4096, 31, 0, 298.210197
r, a, r, 4096, 31, 0, 35.404902
r, a, s, 4096, 62, 0, 296.081001
r, a, r, 4096, 62, 0, 35.704654
r, a, s, 4096, 62, 0, 313.192702
r, a, r, 4096, 62, 0, 35.498815
r, a, s, 1048576, 1, 0, 300.694556
r, a, r, 1048576, 1, 0, 286.649802
r, a, s, 1048576, 1, 0, 293.338862
r, a, r, 1048576, 1, 0, 286.485644
r, a, s, 1048576, 15, 0, 300.849662
r, a, r, 1048576, 15, 0, 284.732159
r, a, s, 1048576, 15, 0, 304.237081
r, a, r, 1048576, 15, 0, 282.460088
r, a, s, 1048576, 31, 0, 309.873551
r, a, r, 1048576, 31, 0, 286.260091
r, a, s, 1048576, 31, 0, 299.785635
r, a, r, 1048576, 31, 0, 283.214364
r, a, s, 1048576, 62, 0, 302.180640
r, a, r, 1048576, 62, 0, 284.020825
r, a, s, 1048576, 62, 0, 304.345976
r, a, r, 1048576, 62, 0, 281.921660
r, a, s, 4096, 1, 1, 57.045468
r, a, r, 4096, 1, 1, 35.431184
r, a, s, 4096, 1, 1, 58.859817
r, a, r, 4096, 1, 1, 35.250852
r, a, s, 4096, 15, 1, 208.903255
r, a, r, 4096, 15, 1, 35.464493
r, a, s, 4096, 15, 1, 201.180104
r, a, r, 4096, 15, 1, 35.533104
r, a, s, 4096, 31, 1, 298.413616
r, a, r, 4096, 31, 1, 36.418676
r, a, s, 4096, 31, 1, 255.945923
r, a, r, 4096, 31, 1, 38.164540
r, a, s, 4096, 62, 1, 317.377973
r, a, r, 4096, 62, 1, 38.132598
r, a, s, 4096, 62, 1, 320.286343
r, a, r, 4096, 62, 1, 38.110376
r, a, s, 1048576, 1, 1, 392.694302
r, a, r, 1048576, 1, 1, 308.512833
r, a, s, 1048576, 1, 1, 391.439553
r, a, r, 1048576, 1, 1, 308.327072
r, a, s, 1048576, 15, 1, 457.008396
r, a, r, 1048576, 15, 1, 310.907545
r, a, s, 1048576, 15, 1, 464.141748
r, a, r, 1048576, 15, 1, 313.121527
r, a, s, 1048576, 31, 1, 446.901574
r, a, r, 1048576, 31, 1, 305.714106
r, a, s, 1048576, 31, 1, 447.032034
r, a, r, 1048576, 31, 1, 306.385989
r, a, s, 1048576, 62, 1, 438.575727
r, a, r, 1048576, 62, 1, 306.559372
r, a, s, 1048576, 62, 1, 440.869374
r, a, r, 1048576, 62, 1, 302.856563
