25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.209089 s, 501 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.332852 s, 315 MB/s
2015-08-15 22:37:09.626774
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.24504 s, 428 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.279369 s, 375 MB/s
2015-08-15 22:37:12.248391
w, s, s, 4096, 1, 377.305724
w, s, r, 4096, 1, 332.880519
r, s, s, 4096, 1, 300.859909
r, s, r, 4096, 1, 33.248499
w, s, s, 4096, 1, 318.572342
w, s, r, 4096, 1, 369.005582
r, s, s, 4096, 1, 305.094945
r, s, r, 4096, 1, 33.118030
w, s, s, 1048576, 1, 370.465454
w, s, r, 1048576, 1, 359.776304
r, s, s, 1048576, 1, 302.118238
r, s, r, 1048576, 1, 263.831331
w, s, s, 1048576, 1, 381.515765
w, s, r, 1048576, 1, 359.407525
r, s, s, 1048576, 1, 300.912508
r, s, r, 1048576, 1, 254.314300
w, s, s, 4096, 1, 45.643969
w, s, r, 4096, 1, 45.849224
r, s, s, 4096, 1, 45.057470
r, s, r, 4096, 1, 22.407460
w, s, s, 4096, 1, 46.215444
w, s, r, 4096, 1, 45.990474
r, s, s, 4096, 1, 45.149794
r, s, r, 4096, 1, 22.519554
w, s, s, 1048576, 1, 343.895663
w, s, r, 1048576, 1, 342.417613
r, s, s, 1048576, 1, 328.100844
r, s, r, 1048576, 1, 327.887623
w, s, s, 1048576, 1, 340.722100
w, s, r, 1048576, 1, 343.168570
r, s, s, 1048576, 1, 326.690930
r, s, r, 1048576, 1, 325.308411
r, a, s, 4096, 1, 305.268722
r, a, r, 4096, 1, 32.410994
r, a, s, 4096, 1, 295.107220
r, a, r, 4096, 1, 32.625847
r, a, s, 4096, 15, 306.666522
r, a, r, 4096, 15, 32.827547
r, a, s, 4096, 15, 306.386542
r, a, r, 4096, 15, 37.060610
r, a, s, 4096, 31, 387.809872
r, a, r, 4096, 31, 37.081447
r, a, s, 4096, 31, 355.536035
r, a, r, 4096, 31, 37.194554
r, a, s, 4096, 62, 379.793317
r, a, r, 4096, 62, 37.067907
r, a, s, 4096, 62, 387.268720
r, a, r, 4096, 62, 37.111401
r, a, s, 1048576, 1, 367.490390
r, a, r, 1048576, 1, 292.099059
r, a, s, 1048576, 1, 334.501672
r, a, r, 1048576, 1, 307.230705
r, a, s, 1048576, 15, 352.535966
r, a, r, 1048576, 15, 282.658209
r, a, s, 1048576, 15, 386.420496
r, a, r, 1048576, 15, 282.314469
r, a, s, 1048576, 31, 367.417513
r, a, r, 1048576, 31, 282.386363
r, a, s, 1048576, 31, 361.117423
r, a, r, 1048576, 31, 281.552766
r, a, s, 1048576, 62, 389.174480
r, a, r, 1048576, 62, 283.272532
r, a, s, 1048576, 62, 348.748936
r, a, r, 1048576, 62, 292.220130
r, a, s, 4096, 1, 58.644032
r, a, r, 4096, 1, 37.062902
r, a, s, 4096, 1, 58.120003
r, a, r, 4096, 1, 37.078098
r, a, s, 4096, 15, 224.615585
r, a, r, 4096, 15, 37.145070
r, a, s, 4096, 15, 215.523892
r, a, r, 4096, 15, 37.209456
r, a, s, 4096, 31, 315.864400
r, a, r, 4096, 31, 37.211119
r, a, s, 4096, 31, 317.844345
r, a, r, 4096, 31, 37.122205
r, a, s, 4096, 62, 334.845526
r, a, r, 4096, 62, 37.231051
r, a, s, 4096, 62, 320.294405
r, a, r, 4096, 62, 36.994463
r, a, s, 1048576, 1, 382.668211
r, a, r, 1048576, 1, 290.759060
r, a, s, 1048576, 1, 382.644646
r, a, r, 1048576, 1, 289.936012
r, a, s, 1048576, 15, 473.856457
r, a, r, 1048576, 15, 283.620223
r, a, s, 1048576, 15, 473.552765
r, a, r, 1048576, 15, 304.879773
r, a, s, 1048576, 31, 473.980661
r, a, r, 1048576, 31, 286.187334
r, a, s, 1048576, 31, 473.175632
r, a, r, 1048576, 31, 282.865691
r, a, s, 1048576, 62, 473.970382
r, a, r, 1048576, 62, 282.949655
r, a, s, 1048576, 62, 473.674710
r, a, r, 1048576, 62, 282.352530
