25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.214012 s, 490 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.306896 s, 342 MB/s
2015-08-18 21:16:38.831628
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.293472 s, 357 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.297809 s, 352 MB/s
2015-08-18 21:16:41.388108
w, s, s, 4096, 1, 0, 350.556714
w, s, r, 4096, 1, 0, 342.367245
r, s, s, 4096, 1, 0, 261.407432
r, s, r, 4096, 1, 0, 31.416869
w, s, s, 4096, 1, 0, 352.249912
w, s, r, 4096, 1, 0, 349.111540
r, s, s, 4096, 1, 0, 270.437252
r, s, r, 4096, 1, 0, 31.447508
w, s, s, 1048576, 1, 0, 349.270560
w, s, r, 1048576, 1, 0, 364.123577
r, s, s, 1048576, 1, 0, 279.650771
r, s, r, 1048576, 1, 0, 263.247659
w, s, s, 1048576, 1, 0, 362.094706
w, s, r, 1048576, 1, 0, 375.831166
r, s, s, 1048576, 1, 0, 299.746631
r, s, r, 1048576, 1, 0, 293.746984
w, s, s, 4096, 1, 1, 46.056474
w, s, r, 4096, 1, 1, 48.580426
r, s, s, 4096, 1, 1, 49.394753
r, s, r, 4096, 1, 1, 22.905681
w, s, s, 4096, 1, 1, 48.947554
w, s, r, 4096, 1, 1, 49.368998
r, s, s, 4096, 1, 1, 48.847384
r, s, r, 4096, 1, 1, 22.438641
w, s, s, 1048576, 1, 1, 351.148152
w, s, r, 1048576, 1, 1, 367.723595
r, s, s, 1048576, 1, 1, 340.010923
r, s, r, 1048576, 1, 1, 347.501341
w, s, s, 1048576, 1, 1, 380.816334
w, s, r, 1048576, 1, 1, 382.752740
r, s, s, 1048576, 1, 1, 347.755020
r, s, r, 1048576, 1, 1, 342.844345
r, a, s, 4096, 1, 0, 294.321626
r, a, r, 4096, 1, 0, 33.018058
r, a, s, 4096, 1, 0, 290.847072
r, a, r, 4096, 1, 0, 33.031111
r, a, s, 4096, 15, 0, 286.401313
r, a, r, 4096, 15, 0, 33.287652
r, a, s, 4096, 15, 0, 289.497573
r, a, r, 4096, 15, 0, 36.144747
r, a, s, 4096, 31, 0, 335.027797
r, a, r, 4096, 31, 0, 38.218788
r, a, s, 4096, 31, 0, 333.980792
r, a, r, 4096, 31, 0, 38.184419
r, a, s, 4096, 62, 0, 333.164324
r, a, r, 4096, 62, 0, 37.675076
r, a, s, 4096, 62, 0, 390.845685
r, a, r, 4096, 62, 0, 37.619940
r, a, s, 1048576, 1, 0, 372.134877
r, a, r, 1048576, 1, 0, 318.252079
r, a, s, 1048576, 1, 0, 359.025990
r, a, r, 1048576, 1, 0, 319.340502
r, a, s, 1048576, 15, 0, 435.046680
r, a, r, 1048576, 15, 0, 307.604598
r, a, s, 1048576, 15, 0, 432.761881
r, a, r, 1048576, 15, 0, 325.400245
r, a, s, 1048576, 31, 0, 350.451474
r, a, r, 1048576, 31, 0, 324.754871
r, a, s, 1048576, 31, 0, 402.168060
r, a, r, 1048576, 31, 0, 318.930529
r, a, s, 1048576, 62, 0, 396.405563
r, a, r, 1048576, 62, 0, 320.419074
r, a, s, 1048576, 62, 0, 354.920819
r, a, r, 1048576, 62, 0, 322.886124
r, a, s, 4096, 1, 1, 61.544916
r, a, r, 4096, 1, 1, 37.881455
r, a, s, 4096, 1, 1, 59.488106
r, a, r, 4096, 1, 1, 37.786616
r, a, s, 4096, 15, 1, 218.044483
r, a, r, 4096, 15, 1, 38.026536
r, a, s, 4096, 15, 1, 200.186152
r, a, r, 4096, 15, 1, 37.923717
r, a, s, 4096, 31, 1, 231.033663
r, a, r, 4096, 31, 1, 38.082159
r, a, s, 4096, 31, 1, 230.857114
r, a, r, 4096, 31, 1, 37.891715
r, a, s, 4096, 62, 1, 323.197774
r, a, r, 4096, 62, 1, 37.979432
r, a, s, 4096, 62, 1, 323.325598
r, a, r, 4096, 62, 1, 37.576882
r, a, s, 1048576, 1, 1, 394.287354
r, a, r, 1048576, 1, 1, 314.838897
r, a, s, 1048576, 1, 1, 395.262870
r, a, r, 1048576, 1, 1, 315.792209
r, a, s, 1048576, 15, 1, 478.331006
r, a, r, 1048576, 15, 1, 309.912004
r, a, s, 1048576, 15, 1, 476.356422
r, a, r, 1048576, 15, 1, 305.984503
r, a, s, 1048576, 31, 1, 480.245120
r, a, r, 1048576, 31, 1, 311.308915
r, a, s, 1048576, 31, 1, 479.264273
r, a, r, 1048576, 31, 1, 314.052785
r, a, s, 1048576, 62, 1, 480.237204
r, a, r, 1048576, 62, 1, 304.879768
r, a, s, 1048576, 62, 1, 480.983298
r, a, r, 1048576, 62, 1, 306.123220
