25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.217716 s, 482 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.34668 s, 302 MB/s
2015-08-17 07:38:31.430023
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.264654 s, 396 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.295833 s, 354 MB/s
2015-08-17 07:38:34.152778
w, s, s, 4096, 1, 350.552230
w, s, r, 4096, 1, 292.426862
r, s, s, 4096, 1, 301.008153
r, s, r, 4096, 1, 29.230945
w, s, s, 4096, 1, 348.147642
w, s, r, 4096, 1, 328.108288
r, s, s, 4096, 1, 288.912548
r, s, r, 4096, 1, 29.146080
w, s, s, 1048576, 1, 345.063921
w, s, r, 1048576, 1, 360.823761
r, s, s, 1048576, 1, 289.864834
r, s, r, 1048576, 1, 276.259367
w, s, s, 1048576, 1, 355.533906
w, s, r, 1048576, 1, 354.362533
r, s, s, 1048576, 1, 285.850494
r, s, r, 1048576, 1, 275.844528
w, s, s, 4096, 1, 38.773938
w, s, r, 4096, 1, 38.783758
r, s, s, 4096, 1, 38.691233
r, s, r, 4096, 1, 19.132776
w, s, s, 4096, 1, 39.101359
w, s, r, 4096, 1, 39.182598
r, s, s, 4096, 1, 38.575618
r, s, r, 4096, 1, 19.094907
w, s, s, 1048576, 1, 347.601666
w, s, r, 1048576, 1, 340.884638
r, s, s, 1048576, 1, 334.335024
r, s, r, 1048576, 1, 333.984243
w, s, s, 1048576, 1, 342.633324
w, s, r, 1048576, 1, 348.522992
r, s, s, 1048576, 1, 336.869538
r, s, r, 1048576, 1, 331.174601
r, a, s, 4096, 1, 297.662167
r, a, r, 4096, 1, 27.934037
r, a, s, 4096, 1, 272.514367
r, a, r, 4096, 1, 30.297152
r, a, s, 4096, 15, 310.297569
r, a, r, 4096, 15, 32.609532
r, a, s, 4096, 15, 365.468911
r, a, r, 4096, 15, 32.721587
r, a, s, 4096, 31, 393.245287
r, a, r, 4096, 31, 32.637257
r, a, s, 4096, 31, 363.476923
r, a, r, 4096, 31, 32.591174
r, a, s, 4096, 62, 339.190725
r, a, r, 4096, 62, 32.355837
r, a, s, 4096, 62, 392.124459
r, a, r, 4096, 62, 32.688178
r, a, s, 1048576, 1, 365.940780
r, a, r, 1048576, 1, 314.057208
r, a, s, 1048576, 1, 365.182293
r, a, r, 1048576, 1, 314.092735
r, a, s, 1048576, 15, 405.536750
r, a, r, 1048576, 15, 307.730850
r, a, s, 1048576, 15, 362.261728
r, a, r, 1048576, 15, 307.843835
r, a, s, 1048576, 31, 415.144583
r, a, r, 1048576, 31, 306.816525
r, a, s, 1048576, 31, 420.644402
r, a, r, 1048576, 31, 306.590157
r, a, s, 1048576, 62, 413.223753
r, a, r, 1048576, 62, 306.609838
r, a, s, 1048576, 62, 385.000783
r, a, r, 1048576, 62, 306.474849
r, a, s, 4096, 1, 45.034718
r, a, r, 4096, 1, 32.325903
r, a, s, 4096, 1, 44.819055
r, a, r, 4096, 1, 32.437434
r, a, s, 4096, 15, 169.936424
r, a, r, 4096, 15, 32.547098
r, a, s, 4096, 15, 167.868912
r, a, r, 4096, 15, 32.505137
r, a, s, 4096, 31, 235.299215
r, a, r, 4096, 31, 32.566374
r, a, s, 4096, 31, 211.471188
r, a, r, 4096, 31, 32.710885
r, a, s, 4096, 62, 304.985207
r, a, r, 4096, 62, 32.282338
r, a, s, 4096, 62, 304.789770
r, a, r, 4096, 62, 32.579090
r, a, s, 1048576, 1, 387.139245
r, a, r, 1048576, 1, 312.063297
r, a, s, 1048576, 1, 387.268199
r, a, r, 1048576, 1, 312.248603
r, a, s, 1048576, 15, 460.553623
r, a, r, 1048576, 15, 306.797273
r, a, s, 1048576, 15, 461.183592
r, a, r, 1048576, 15, 306.513658
r, a, s, 1048576, 31, 444.355539
r, a, r, 1048576, 31, 305.391270
r, a, s, 1048576, 31, 444.809730
r, a, r, 1048576, 31, 304.964669
r, a, s, 1048576, 62, 443.811381
r, a, r, 1048576, 62, 304.754948
r, a, s, 1048576, 62, 443.160317
r, a, r, 1048576, 62, 302.170284
