25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.219955 s, 477 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.333748 s, 314 MB/s
2015-08-15 17:46:21.727817
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.312402 s, 336 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.317661 s, 330 MB/s
2015-08-15 17:46:24.459283
w, s, s, 4096, 1, 344.255567
w, s, r, 4096, 1, 333.986714
r, s, s, 4096, 1, 280.626414
r, s, r, 4096, 1, 33.889874
w, s, s, 4096, 1, 331.671719
w, s, r, 4096, 1, 317.069121
r, s, s, 4096, 1, 282.448269
r, s, r, 4096, 1, 33.333075
w, s, s, 1048576, 1, 317.181847
w, s, r, 1048576, 1, 331.433258
r, s, s, 1048576, 1, 261.531932
r, s, r, 1048576, 1, 254.757024
w, s, s, 1048576, 1, 343.769722
w, s, r, 1048576, 1, 337.675587
r, s, s, 1048576, 1, 264.413476
r, s, r, 1048576, 1, 258.758862
w, s, s, 4096, 1, 47.738072
w, s, r, 4096, 1, 49.158609
r, s, s, 4096, 1, 47.433110
r, s, r, 4096, 1, 23.376609
w, s, s, 4096, 1, 48.260624
w, s, r, 4096, 1, 48.814123
r, s, s, 4096, 1, 48.770608
r, s, r, 4096, 1, 23.310655
w, s, s, 1048576, 1, 324.766935
w, s, r, 1048576, 1, 324.481056
r, s, s, 1048576, 1, 331.388218
r, s, r, 1048576, 1, 325.815880
w, s, s, 1048576, 1, 323.995116
w, s, r, 1048576, 1, 320.557932
r, s, s, 1048576, 1, 321.552352
r, s, r, 1048576, 1, 322.295562
r, a, s, 4096, 1, 281.999849
r, a, r, 4096, 1, 33.681383
r, a, s, 4096, 1, 289.616370
r, a, r, 4096, 1, 33.648687
r, a, s, 4096, 15, 282.132183
r, a, r, 4096, 15, 34.258951
r, a, s, 4096, 15, 394.934779
r, a, r, 4096, 15, 38.444048
r, a, s, 4096, 31, 341.459302
r, a, r, 4096, 31, 38.566172
r, a, s, 4096, 31, 404.198415
r, a, r, 4096, 31, 38.231445
r, a, s, 4096, 62, 329.854341
r, a, r, 4096, 62, 38.408381
r, a, s, 4096, 62, 322.691789
r, a, r, 4096, 62, 38.302176
r, a, s, 1048576, 1, 317.012580
r, a, r, 1048576, 1, 308.624363
r, a, s, 1048576, 1, 314.485826
r, a, r, 1048576, 1, 308.813804
r, a, s, 1048576, 15, 392.714239
r, a, r, 1048576, 15, 309.437360
r, a, s, 1048576, 15, 378.304249
r, a, r, 1048576, 15, 307.617213
r, a, s, 1048576, 31, 360.999862
r, a, r, 1048576, 31, 306.692216
r, a, s, 1048576, 31, 393.832125
r, a, r, 1048576, 31, 306.836718
r, a, s, 1048576, 62, 365.290342
r, a, r, 1048576, 62, 305.667743
r, a, s, 1048576, 62, 373.104171
r, a, r, 1048576, 62, 307.404834
r, a, s, 4096, 1, 62.852158
r, a, r, 4096, 1, 38.198210
r, a, s, 4096, 1, 62.295050
r, a, r, 4096, 1, 38.129841
r, a, s, 4096, 15, 208.466418
r, a, r, 4096, 15, 38.274966
r, a, s, 4096, 15, 207.549472
r, a, r, 4096, 15, 38.729772
r, a, s, 4096, 31, 239.080812
r, a, r, 4096, 31, 38.157426
r, a, s, 4096, 31, 282.876010
r, a, r, 4096, 31, 38.312857
r, a, s, 4096, 62, 297.877615
r, a, r, 4096, 62, 38.395391
r, a, s, 4096, 62, 317.824790
r, a, r, 4096, 62, 38.247073
r, a, s, 1048576, 1, 385.430578
r, a, r, 1048576, 1, 307.726651
r, a, s, 1048576, 1, 393.167915
r, a, r, 1048576, 1, 307.961391
r, a, s, 1048576, 15, 464.550813
r, a, r, 1048576, 15, 304.674910
r, a, s, 1048576, 15, 461.850651
r, a, r, 1048576, 15, 306.758611
r, a, s, 1048576, 31, 424.736463
r, a, r, 1048576, 31, 306.643084
r, a, s, 1048576, 31, 425.055090
r, a, r, 1048576, 31, 307.323667
r, a, s, 1048576, 62, 435.880785
r, a, r, 1048576, 62, 305.986684
r, a, s, 1048576, 62, 435.059547
r, a, r, 1048576, 62, 302.019155
