25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.206427 s, 508 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.298005 s, 352 MB/s
2015-08-18 21:16:38.890030
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.313729 s, 334 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.270821 s, 387 MB/s
2015-08-18 21:16:41.430036
w, s, s, 4096, 1, 0, 389.391777
w, s, r, 4096, 1, 0, 379.548623
r, s, s, 4096, 1, 0, 296.783016
r, s, r, 4096, 1, 0, 34.463769
w, s, s, 4096, 1, 0, 370.547454
w, s, r, 4096, 1, 0, 374.245097
r, s, s, 4096, 1, 0, 276.433212
r, s, r, 4096, 1, 0, 32.503621
w, s, s, 1048576, 1, 0, 380.403646
w, s, r, 1048576, 1, 0, 382.532139
r, s, s, 1048576, 1, 0, 275.221070
r, s, r, 1048576, 1, 0, 267.092558
w, s, s, 1048576, 1, 0, 379.525033
w, s, r, 1048576, 1, 0, 390.050817
r, s, s, 1048576, 1, 0, 271.221699
r, s, r, 1048576, 1, 0, 268.100884
w, s, s, 4096, 1, 1, 48.858240
w, s, r, 4096, 1, 1, 51.154726
r, s, s, 4096, 1, 1, 51.623611
r, s, r, 4096, 1, 1, 23.616183
w, s, s, 4096, 1, 1, 52.861612
w, s, r, 4096, 1, 1, 51.877871
r, s, s, 4096, 1, 1, 52.451359
r, s, r, 4096, 1, 1, 23.590518
w, s, s, 1048576, 1, 1, 384.765407
w, s, r, 1048576, 1, 1, 386.804895
r, s, s, 1048576, 1, 1, 345.060898
r, s, r, 1048576, 1, 1, 346.230262
w, s, s, 1048576, 1, 1, 388.122465
w, s, r, 1048576, 1, 1, 384.201433
r, s, s, 1048576, 1, 1, 342.163290
r, s, r, 1048576, 1, 1, 343.197699
r, a, s, 4096, 1, 0, 295.550639
r, a, r, 4096, 1, 0, 33.956260
r, a, s, 4096, 1, 0, 298.454008
r, a, r, 4096, 1, 0, 34.114864
r, a, s, 4096, 15, 0, 297.719379
r, a, r, 4096, 15, 0, 34.194314
r, a, s, 4096, 15, 0, 296.053507
r, a, r, 4096, 15, 0, 34.193272
r, a, s, 4096, 31, 0, 337.746390
r, a, r, 4096, 31, 0, 38.806167
r, a, s, 4096, 31, 0, 337.650797
r, a, r, 4096, 31, 0, 39.139127
r, a, s, 4096, 62, 0, 336.981247
r, a, r, 4096, 62, 0, 39.061903
r, a, s, 4096, 62, 0, 344.192596
r, a, r, 4096, 62, 0, 38.976624
r, a, s, 1048576, 1, 0, 335.327833
r, a, r, 1048576, 1, 0, 326.966059
r, a, s, 1048576, 1, 0, 336.015317
r, a, r, 1048576, 1, 0, 326.728246
r, a, s, 1048576, 15, 0, 335.619320
r, a, r, 1048576, 15, 0, 324.295827
r, a, s, 1048576, 15, 0, 334.439200
r, a, r, 1048576, 15, 0, 324.511182
r, a, s, 1048576, 31, 0, 334.968770
r, a, r, 1048576, 31, 0, 324.984055
r, a, s, 1048576, 31, 0, 335.952348
r, a, r, 1048576, 31, 0, 325.138196
r, a, s, 1048576, 62, 0, 348.966619
r, a, r, 1048576, 62, 0, 324.144490
r, a, s, 1048576, 62, 0, 335.482216
r, a, r, 1048576, 62, 0, 324.168255
r, a, s, 4096, 1, 1, 67.140390
r, a, r, 4096, 1, 1, 38.946701
r, a, s, 4096, 1, 1, 66.922821
r, a, r, 4096, 1, 1, 38.833819
r, a, s, 4096, 15, 1, 205.600941
r, a, r, 4096, 15, 1, 39.092502
r, a, s, 4096, 15, 1, 213.762237
r, a, r, 4096, 15, 1, 38.818793
r, a, s, 4096, 31, 1, 229.599005
r, a, r, 4096, 31, 1, 39.135231
r, a, s, 4096, 31, 1, 233.265425
r, a, r, 4096, 31, 1, 39.206965
r, a, s, 4096, 62, 1, 326.525867
r, a, r, 4096, 62, 1, 38.973606
r, a, s, 4096, 62, 1, 327.182701
r, a, r, 4096, 62, 1, 39.085349
r, a, s, 1048576, 1, 1, 395.241886
r, a, r, 1048576, 1, 1, 327.159291
r, a, s, 1048576, 1, 1, 393.789314
r, a, r, 1048576, 1, 1, 326.760066
r, a, s, 1048576, 15, 1, 482.174608
r, a, r, 1048576, 15, 1, 324.143946
r, a, s, 1048576, 15, 1, 481.731491
r, a, r, 1048576, 15, 1, 324.373980
r, a, s, 1048576, 31, 1, 482.827472
r, a, r, 1048576, 31, 1, 324.360895
r, a, s, 1048576, 31, 1, 481.500430
r, a, r, 1048576, 31, 1, 324.685521
r, a, s, 1048576, 62, 1, 482.076212
r, a, r, 1048576, 62, 1, 324.135767
r, a, s, 1048576, 62, 1, 481.183245
r, a, r, 1048576, 62, 1, 323.271593
