25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.214672 s, 488 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.348831 s, 301 MB/s
2015-08-13 16:20:01.617543
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.268811 s, 390 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.30531 s, 343 MB/s
2015-08-13 16:20:04.352234
w, s, s, 4096, 1, 0, 332.193341
w, s, r, 4096, 1, 0, 322.251579
r, s, s, 4096, 1, 0, 289.020264
r, s, r, 4096, 1, 0, 33.783628
w, s, s, 4096, 1, 0, 332.816996
w, s, r, 4096, 1, 0, 323.097272
r, s, s, 4096, 1, 0, 287.857158
r, s, r, 4096, 1, 0, 33.473875
w, s, s, 1048576, 1, 0, 326.271081
w, s, r, 1048576, 1, 0, 347.041952
r, s, s, 1048576, 1, 0, 288.836750
r, s, r, 1048576, 1, 0, 270.160372
w, s, s, 1048576, 1, 0, 330.457595
w, s, r, 1048576, 1, 0, 342.225004
r, s, s, 1048576, 1, 0, 287.209553
r, s, r, 1048576, 1, 0, 281.081012
w, s, s, 4096, 1, 1, 47.936438
w, s, r, 4096, 1, 1, 48.580173
r, s, s, 4096, 1, 1, 47.708985
r, s, r, 4096, 1, 1, 23.218673
w, s, s, 4096, 1, 1, 48.969657
w, s, r, 4096, 1, 1, 48.922144
r, s, s, 4096, 1, 1, 48.205176
r, s, r, 4096, 1, 1, 23.070865
w, s, s, 1048576, 1, 1, 325.057378
w, s, r, 1048576, 1, 1, 327.125221
r, s, s, 1048576, 1, 1, 334.198974
r, s, r, 1048576, 1, 1, 330.582278
w, s, s, 1048576, 1, 1, 327.653411
w, s, r, 1048576, 1, 1, 325.385863
r, s, s, 1048576, 1, 1, 331.731819
r, s, r, 1048576, 1, 1, 326.073402
r, a, s, 4096, 1, 0, 282.775495
r, a, r, 4096, 1, 0, 33.271242
r, a, s, 4096, 1, 0, 287.448011
r, a, r, 4096, 1, 0, 33.494262
r, a, s, 4096, 15, 0, 281.827599
r, a, r, 4096, 15, 0, 33.488421
r, a, s, 4096, 15, 0, 311.008167
r, a, r, 4096, 15, 0, 37.981852
r, a, s, 4096, 31, 0, 351.674118
r, a, r, 4096, 31, 0, 38.275798
r, a, s, 4096, 31, 0, 320.931210
r, a, r, 4096, 31, 0, 38.389095
r, a, s, 4096, 62, 0, 345.758717
r, a, r, 4096, 62, 0, 38.190360
r, a, s, 4096, 62, 0, 382.048984
r, a, r, 4096, 62, 0, 38.267110
r, a, s, 1048576, 1, 0, 344.556929
r, a, r, 1048576, 1, 0, 310.037744
r, a, s, 1048576, 1, 0, 406.322769
r, a, r, 1048576, 1, 0, 310.093856
r, a, s, 1048576, 15, 0, 366.541882
r, a, r, 1048576, 15, 0, 307.402679
r, a, s, 1048576, 15, 0, 349.191958
r, a, r, 1048576, 15, 0, 307.835407
r, a, s, 1048576, 31, 0, 412.059262
r, a, r, 1048576, 31, 0, 307.547134
r, a, s, 1048576, 31, 0, 365.469641
r, a, r, 1048576, 31, 0, 307.981714
r, a, s, 1048576, 62, 0, 411.981623
r, a, r, 1048576, 62, 0, 314.852684
r, a, s, 1048576, 62, 0, 378.725170
r, a, r, 1048576, 62, 0, 306.450196
r, a, s, 4096, 1, 1, 60.893519
r, a, r, 4096, 1, 1, 37.908829
r, a, s, 4096, 1, 1, 60.676336
r, a, r, 4096, 1, 1, 38.060442
r, a, s, 4096, 15, 1, 192.171999
r, a, r, 4096, 15, 1, 37.921301
r, a, s, 4096, 15, 1, 162.366983
r, a, r, 4096, 15, 1, 38.492552
r, a, s, 4096, 31, 1, 220.315789
r, a, r, 4096, 31, 1, 38.149813
r, a, s, 4096, 31, 1, 216.765710
r, a, r, 4096, 31, 1, 38.091438
r, a, s, 4096, 62, 1, 321.558440
r, a, r, 4096, 62, 1, 38.252586
r, a, s, 4096, 62, 1, 325.982295
r, a, r, 4096, 62, 1, 38.311295
r, a, s, 1048576, 1, 1, 389.574158
r, a, r, 1048576, 1, 1, 308.732495
r, a, s, 1048576, 1, 1, 387.967816
r, a, r, 1048576, 1, 1, 309.321388
r, a, s, 1048576, 15, 1, 465.255080
r, a, r, 1048576, 15, 1, 306.815171
r, a, s, 1048576, 15, 1, 461.329551
r, a, r, 1048576, 15, 1, 307.837220
r, a, s, 1048576, 31, 1, 447.234160
r, a, r, 1048576, 31, 1, 307.170652
r, a, s, 1048576, 31, 1, 430.574728
r, a, r, 1048576, 31, 1, 306.865282
r, a, s, 1048576, 62, 1, 447.528776
r, a, r, 1048576, 62, 1, 305.646035
r, a, s, 1048576, 62, 1, 437.460164
r, a, r, 1048576, 62, 1, 306.039958
