25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.211072 s, 497 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.427559 s, 245 MB/s
2015-08-13 03:42:52.230618
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.28702 s, 365 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.308354 s, 340 MB/s
2015-08-13 03:42:54.964946
w, s, s, 4096, 1, 342.336000
w, s, r, 4096, 1, 312.972064
r, s, s, 4096, 1, 292.806731
r, s, r, 4096, 1, 33.675925
w, s, s, 4096, 1, 330.866893
w, s, r, 4096, 1, 320.338108
r, s, s, 4096, 1, 298.292272
r, s, r, 4096, 1, 33.837131
w, s, s, 1048576, 1, 331.575580
w, s, r, 1048576, 1, 335.303925
r, s, s, 1048576, 1, 291.030803
r, s, r, 1048576, 1, 282.301973
w, s, s, 1048576, 1, 329.100995
w, s, r, 1048576, 1, 333.209091
r, s, s, 1048576, 1, 293.189355
r, s, r, 1048576, 1, 283.491694
w, s, s, 4096, 1, 47.175533
w, s, r, 4096, 1, 48.188320
r, s, s, 4096, 1, 47.268696
r, s, r, 4096, 1, 23.275010
w, s, s, 4096, 1, 47.689499
w, s, r, 4096, 1, 47.839168
r, s, s, 4096, 1, 48.006717
r, s, r, 4096, 1, 23.205832
w, s, s, 1048576, 1, 321.469663
w, s, r, 1048576, 1, 321.869404
r, s, s, 1048576, 1, 329.383503
r, s, r, 1048576, 1, 328.795152
w, s, s, 1048576, 1, 326.224306
w, s, r, 1048576, 1, 327.055426
r, s, s, 1048576, 1, 320.286134
r, s, r, 1048576, 1, 324.878699
r, a, s, 4096, 1, 289.118121
r, a, r, 4096, 1, 33.512284
r, a, s, 4096, 1, 294.086350
r, a, r, 4096, 1, 33.248736
r, a, s, 4096, 15, 278.379137
r, a, r, 4096, 15, 33.648493
r, a, s, 4096, 15, 285.147318
r, a, r, 4096, 15, 38.293291
r, a, s, 4096, 31, 352.613704
r, a, r, 4096, 31, 38.411122
r, a, s, 4096, 31, 360.320013
r, a, r, 4096, 31, 38.482228
r, a, s, 4096, 62, 371.310509
r, a, r, 4096, 62, 38.386133
r, a, s, 4096, 62, 317.571573
r, a, r, 4096, 62, 38.672598
r, a, s, 1048576, 1, 373.715263
r, a, r, 1048576, 1, 309.794038
r, a, s, 1048576, 1, 360.182431
r, a, r, 1048576, 1, 307.571387
r, a, s, 1048576, 15, 404.705166
r, a, r, 1048576, 15, 305.826001
r, a, s, 1048576, 15, 395.023454
r, a, r, 1048576, 15, 305.941974
r, a, s, 1048576, 31, 397.447136
r, a, r, 1048576, 31, 305.094877
r, a, s, 1048576, 31, 352.108895
r, a, r, 1048576, 31, 304.280207
r, a, s, 1048576, 62, 361.874241
r, a, r, 1048576, 62, 304.919469
r, a, s, 1048576, 62, 379.239295
r, a, r, 1048576, 62, 304.970655
r, a, s, 4096, 1, 61.973310
r, a, r, 4096, 1, 38.202474
r, a, s, 4096, 1, 62.744397
r, a, r, 4096, 1, 38.270987
r, a, s, 4096, 15, 210.204079
r, a, r, 4096, 15, 38.453702
r, a, s, 4096, 15, 201.702434
r, a, r, 4096, 15, 38.346308
r, a, s, 4096, 31, 219.798293
r, a, r, 4096, 31, 38.429294
r, a, s, 4096, 31, 227.465042
r, a, r, 4096, 31, 38.287696
r, a, s, 4096, 62, 332.333202
r, a, r, 4096, 62, 38.614349
r, a, s, 4096, 62, 311.959757
r, a, r, 4096, 62, 38.409579
r, a, s, 1048576, 1, 391.120308
r, a, r, 1048576, 1, 309.471167
r, a, s, 1048576, 1, 390.236329
r, a, r, 1048576, 1, 308.345144
r, a, s, 1048576, 15, 462.672108
r, a, r, 1048576, 15, 305.602001
r, a, s, 1048576, 15, 462.431974
r, a, r, 1048576, 15, 306.479475
r, a, s, 1048576, 31, 434.400366
r, a, r, 1048576, 31, 308.228588
r, a, s, 1048576, 31, 431.494063
r, a, r, 1048576, 31, 305.678272
r, a, s, 1048576, 62, 440.727176
r, a, r, 1048576, 62, 305.880396
r, a, s, 1048576, 62, 436.136068
r, a, r, 1048576, 62, 305.512134
