25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.214913 s, 488 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.420668 s, 249 MB/s
2015-08-13 03:42:52.330502
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.264785 s, 396 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.310796 s, 337 MB/s
2015-08-13 03:42:55.054838
w, s, s, 4096, 1, 354.855926
w, s, r, 4096, 1, 337.452706
r, s, s, 4096, 1, 293.335882
r, s, r, 4096, 1, 33.446626
w, s, s, 4096, 1, 334.990403
w, s, r, 4096, 1, 341.743347
r, s, s, 4096, 1, 283.114092
r, s, r, 4096, 1, 33.670480
w, s, s, 1048576, 1, 341.780571
w, s, r, 1048576, 1, 350.093214
r, s, s, 1048576, 1, 280.832885
r, s, r, 1048576, 1, 270.425920
w, s, s, 1048576, 1, 334.048390
w, s, r, 1048576, 1, 356.221888
r, s, s, 1048576, 1, 288.636386
r, s, r, 1048576, 1, 277.828970
w, s, s, 4096, 1, 47.123669
w, s, r, 4096, 1, 48.294740
r, s, s, 4096, 1, 48.166346
r, s, r, 4096, 1, 23.137082
w, s, s, 4096, 1, 48.087051
w, s, r, 4096, 1, 48.544071
r, s, s, 4096, 1, 48.695205
r, s, r, 4096, 1, 22.693110
w, s, s, 1048576, 1, 326.231242
w, s, r, 1048576, 1, 324.631159
r, s, s, 1048576, 1, 320.833296
r, s, r, 1048576, 1, 322.626076
w, s, s, 1048576, 1, 324.798520
w, s, r, 1048576, 1, 321.885798
r, s, s, 1048576, 1, 318.898785
r, s, r, 1048576, 1, 318.196274
r, a, s, 4096, 1, 282.228014
r, a, r, 4096, 1, 33.328629
r, a, s, 4096, 1, 287.305026
r, a, r, 4096, 1, 33.123066
r, a, s, 4096, 15, 287.152453
r, a, r, 4096, 15, 33.538242
r, a, s, 4096, 15, 290.746948
r, a, r, 4096, 15, 38.383805
r, a, s, 4096, 31, 408.125203
r, a, r, 4096, 31, 38.328986
r, a, s, 4096, 31, 384.768702
r, a, r, 4096, 31, 38.224414
r, a, s, 4096, 62, 347.816088
r, a, r, 4096, 62, 38.464312
r, a, s, 4096, 62, 384.271250
r, a, r, 4096, 62, 38.438572
r, a, s, 1048576, 1, 367.363935
r, a, r, 1048576, 1, 309.283657
r, a, s, 1048576, 1, 316.704700
r, a, r, 1048576, 1, 311.915195
r, a, s, 1048576, 15, 364.942199
r, a, r, 1048576, 15, 305.498212
r, a, s, 1048576, 15, 343.072186
r, a, r, 1048576, 15, 307.524083
r, a, s, 1048576, 31, 407.904675
r, a, r, 1048576, 31, 305.506601
r, a, s, 1048576, 31, 416.462966
r, a, r, 1048576, 31, 306.574617
r, a, s, 1048576, 62, 416.009170
r, a, r, 1048576, 62, 306.304345
r, a, s, 1048576, 62, 416.849033
r, a, r, 1048576, 62, 308.547537
r, a, s, 4096, 1, 57.023488
r, a, r, 4096, 1, 38.076887
r, a, s, 4096, 1, 57.134661
r, a, r, 4096, 1, 38.421005
r, a, s, 4096, 15, 223.464688
r, a, r, 4096, 15, 38.060933
r, a, s, 4096, 15, 200.191293
r, a, r, 4096, 15, 38.591792
r, a, s, 4096, 31, 238.898577
r, a, r, 4096, 31, 38.426467
r, a, s, 4096, 31, 239.070818
r, a, r, 4096, 31, 37.999190
r, a, s, 4096, 62, 327.266685
r, a, r, 4096, 62, 38.109545
r, a, s, 4096, 62, 328.303948
r, a, r, 4096, 62, 38.172655
r, a, s, 1048576, 1, 389.356889
r, a, r, 1048576, 1, 308.627475
r, a, s, 1048576, 1, 388.553789
r, a, r, 1048576, 1, 310.618559
r, a, s, 1048576, 15, 461.347889
r, a, r, 1048576, 15, 304.913378
r, a, s, 1048576, 15, 464.653782
r, a, r, 1048576, 15, 304.506194
r, a, s, 1048576, 31, 432.329438
r, a, r, 1048576, 31, 309.561025
r, a, s, 1048576, 31, 431.059740
r, a, r, 1048576, 31, 304.859797
r, a, s, 1048576, 62, 435.274513
r, a, r, 1048576, 62, 310.802250
r, a, s, 1048576, 62, 437.708349
r, a, r, 1048576, 62, 304.438576
