25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.210581 s, 498 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.367512 s, 285 MB/s
2015-08-15 22:37:09.511687
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.316379 s, 331 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.296257 s, 354 MB/s
2015-08-15 22:37:12.132215
w, s, s, 4096, 1, 350.666430
w, s, r, 4096, 1, 347.497183
r, s, s, 4096, 1, 313.404163
r, s, r, 4096, 1, 33.106457
w, s, s, 4096, 1, 307.106718
w, s, r, 4096, 1, 361.585372
r, s, s, 4096, 1, 314.988850
r, s, r, 4096, 1, 32.884717
w, s, s, 1048576, 1, 338.900898
w, s, r, 1048576, 1, 373.005296
r, s, s, 1048576, 1, 312.430490
r, s, r, 1048576, 1, 307.681599
w, s, s, 1048576, 1, 367.002650
w, s, r, 1048576, 1, 359.830876
r, s, s, 1048576, 1, 313.248773
r, s, r, 1048576, 1, 303.068060
w, s, s, 4096, 1, 41.913787
w, s, r, 4096, 1, 42.219635
r, s, s, 4096, 1, 41.986477
r, s, r, 4096, 1, 22.537506
w, s, s, 4096, 1, 43.219171
w, s, r, 4096, 1, 41.770456
r, s, s, 4096, 1, 42.240237
r, s, r, 4096, 1, 22.538596
w, s, s, 1048576, 1, 390.261885
w, s, r, 1048576, 1, 388.290580
r, s, s, 1048576, 1, 369.258589
r, s, r, 1048576, 1, 370.282457
w, s, s, 1048576, 1, 380.912800
w, s, r, 1048576, 1, 382.361622
r, s, s, 1048576, 1, 365.870728
r, s, r, 1048576, 1, 368.225809
r, a, s, 4096, 1, 307.242760
r, a, r, 4096, 1, 33.446000
r, a, s, 4096, 1, 314.418088
r, a, r, 4096, 1, 31.564562
r, a, s, 4096, 15, 293.409484
r, a, r, 4096, 15, 31.752863
r, a, s, 4096, 15, 288.154984
r, a, r, 4096, 15, 31.323399
r, a, s, 4096, 31, 291.980285
r, a, r, 4096, 31, 31.737731
r, a, s, 4096, 31, 287.482226
r, a, r, 4096, 31, 32.794209
r, a, s, 4096, 62, 313.865291
r, a, r, 4096, 62, 33.288604
r, a, s, 4096, 62, 309.329395
r, a, r, 4096, 62, 33.140854
r, a, s, 1048576, 1, 314.283070
r, a, r, 1048576, 1, 305.256378
r, a, s, 1048576, 1, 311.674535
r, a, r, 1048576, 1, 300.259473
r, a, s, 1048576, 15, 316.515353
r, a, r, 1048576, 15, 296.578727
r, a, s, 1048576, 15, 330.549373
r, a, r, 1048576, 15, 297.362460
r, a, s, 1048576, 31, 322.627047
r, a, r, 1048576, 31, 297.981360
r, a, s, 1048576, 31, 331.390088
r, a, r, 1048576, 31, 297.785775
r, a, s, 1048576, 62, 318.626311
r, a, r, 1048576, 62, 297.267761
r, a, s, 1048576, 62, 326.164849
r, a, r, 1048576, 62, 298.360659
r, a, s, 4096, 1, 46.323310
r, a, r, 4096, 1, 32.935217
r, a, s, 4096, 1, 44.159862
r, a, r, 4096, 1, 32.938679
r, a, s, 4096, 15, 155.526318
r, a, r, 4096, 15, 31.850667
r, a, s, 4096, 15, 160.417376
r, a, r, 4096, 15, 33.212070
r, a, s, 4096, 31, 203.706472
r, a, r, 4096, 31, 35.365379
r, a, s, 4096, 31, 211.527874
r, a, r, 4096, 31, 34.955255
r, a, s, 4096, 62, 350.325734
r, a, r, 4096, 62, 34.747452
r, a, s, 4096, 62, 293.030415
r, a, r, 4096, 62, 34.795107
r, a, s, 1048576, 1, 397.040225
r, a, r, 1048576, 1, 326.124481
r, a, s, 1048576, 1, 396.656175
r, a, r, 1048576, 1, 327.168002
r, a, s, 1048576, 15, 463.471516
r, a, r, 1048576, 15, 324.088762
r, a, s, 1048576, 15, 464.714180
r, a, r, 1048576, 15, 321.392708
r, a, s, 1048576, 31, 467.979213
r, a, r, 1048576, 31, 322.607780
r, a, s, 1048576, 31, 464.678016
r, a, r, 1048576, 31, 318.790897
r, a, s, 1048576, 62, 465.142661
r, a, r, 1048576, 62, 316.219269
r, a, s, 1048576, 62, 460.129068
r, a, r, 1048576, 62, 318.714510
