25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.212325 s, 494 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.373891 s, 280 MB/s
2015-08-15 22:37:09.694902
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.268377 s, 391 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.309649 s, 339 MB/s
2015-08-15 22:37:12.462120
w, s, s, 4096, 1, 312.888430
w, s, r, 4096, 1, 330.421571
r, s, s, 4096, 1, 300.006778
r, s, r, 4096, 1, 33.588215
w, s, s, 4096, 1, 290.056639
w, s, r, 4096, 1, 309.933388
r, s, s, 4096, 1, 305.537978
r, s, r, 4096, 1, 33.537805
w, s, s, 1048576, 1, 340.080331
w, s, r, 1048576, 1, 353.525149
r, s, s, 1048576, 1, 313.044350
r, s, r, 1048576, 1, 260.194355
w, s, s, 1048576, 1, 325.545837
w, s, r, 1048576, 1, 369.100521
r, s, s, 1048576, 1, 319.869364
r, s, r, 1048576, 1, 273.128652
w, s, s, 4096, 1, 47.998476
w, s, r, 4096, 1, 49.388249
r, s, s, 4096, 1, 48.391794
r, s, r, 4096, 1, 23.110038
w, s, s, 4096, 1, 48.062533
w, s, r, 4096, 1, 49.917514
r, s, s, 4096, 1, 48.793421
r, s, r, 4096, 1, 23.030683
w, s, s, 1048576, 1, 331.469091
w, s, r, 1048576, 1, 329.923486
r, s, s, 1048576, 1, 321.387316
r, s, r, 1048576, 1, 322.272430
w, s, s, 1048576, 1, 329.819097
w, s, r, 1048576, 1, 328.897738
r, s, s, 1048576, 1, 320.240039
r, s, r, 1048576, 1, 320.935474
r, a, s, 4096, 1, 332.540963
r, a, r, 4096, 1, 33.185128
r, a, s, 4096, 1, 333.220773
r, a, r, 4096, 1, 33.219567
r, a, s, 4096, 15, 311.354759
r, a, r, 4096, 15, 33.406418
r, a, s, 4096, 15, 327.772098
r, a, r, 4096, 15, 36.921350
r, a, s, 4096, 31, 437.281517
r, a, r, 4096, 31, 38.131057
r, a, s, 4096, 31, 428.681072
r, a, r, 4096, 31, 37.926895
r, a, s, 4096, 62, 433.412912
r, a, r, 4096, 62, 37.864767
r, a, s, 4096, 62, 392.028341
r, a, r, 4096, 62, 37.949120
r, a, s, 1048576, 1, 420.212145
r, a, r, 1048576, 1, 309.451153
r, a, s, 1048576, 1, 400.536314
r, a, r, 1048576, 1, 302.803884
r, a, s, 1048576, 15, 416.975338
r, a, r, 1048576, 15, 295.358799
r, a, s, 1048576, 15, 372.956310
r, a, r, 1048576, 15, 301.156681
r, a, s, 1048576, 31, 424.943386
r, a, r, 1048576, 31, 295.034922
r, a, s, 1048576, 31, 399.297804
r, a, r, 1048576, 31, 298.587766
r, a, s, 1048576, 62, 399.572196
r, a, r, 1048576, 62, 297.077231
r, a, s, 1048576, 62, 430.762458
r, a, r, 1048576, 62, 300.572538
r, a, s, 4096, 1, 62.380489
r, a, r, 4096, 1, 37.746818
r, a, s, 4096, 1, 62.867853
r, a, r, 4096, 1, 37.770024
r, a, s, 4096, 15, 215.519410
r, a, r, 4096, 15, 37.609973
r, a, s, 4096, 15, 246.918710
r, a, r, 4096, 15, 38.020829
r, a, s, 4096, 31, 251.609356
r, a, r, 4096, 31, 37.913066
r, a, s, 4096, 31, 250.887212
r, a, r, 4096, 31, 37.580258
r, a, s, 4096, 62, 314.321203
r, a, r, 4096, 62, 37.828885
r, a, s, 4096, 62, 314.425202
r, a, r, 4096, 62, 37.947724
r, a, s, 1048576, 1, 387.862165
r, a, r, 1048576, 1, 319.177146
r, a, s, 1048576, 1, 386.193422
r, a, r, 1048576, 1, 315.083322
r, a, s, 1048576, 15, 463.841173
r, a, r, 1048576, 15, 310.551984
r, a, s, 1048576, 15, 463.891007
r, a, r, 1048576, 15, 298.809518
r, a, s, 1048576, 31, 443.753480
r, a, r, 1048576, 31, 300.892238
r, a, s, 1048576, 31, 445.783535
r, a, r, 1048576, 31, 312.271163
r, a, s, 1048576, 62, 444.595529
r, a, r, 1048576, 62, 300.069069
r, a, s, 1048576, 62, 449.546306
r, a, r, 1048576, 62, 291.939834
