25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.216836 s, 484 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.458128 s, 229 MB/s
2015-08-15 17:46:21.737784
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.25121 s, 417 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.307899 s, 341 MB/s
2015-08-15 17:46:24.458366
w, s, s, 4096, 1, 327.856068
w, s, r, 4096, 1, 337.134146
r, s, s, 4096, 1, 279.345841
r, s, r, 4096, 1, 33.034977
w, s, s, 4096, 1, 316.207016
w, s, r, 4096, 1, 329.635407
r, s, s, 4096, 1, 284.957619
r, s, r, 4096, 1, 33.508525
w, s, s, 1048576, 1, 326.608177
w, s, r, 1048576, 1, 351.766161
r, s, s, 1048576, 1, 283.562651
r, s, r, 1048576, 1, 267.761123
w, s, s, 1048576, 1, 351.390121
w, s, r, 1048576, 1, 338.766363
r, s, s, 1048576, 1, 295.048549
r, s, r, 1048576, 1, 272.126356
w, s, s, 4096, 1, 46.470219
w, s, r, 4096, 1, 48.453423
r, s, s, 4096, 1, 48.341516
r, s, r, 4096, 1, 23.138704
w, s, s, 4096, 1, 47.412885
w, s, r, 4096, 1, 48.391557
r, s, s, 4096, 1, 47.712716
r, s, r, 4096, 1, 23.162985
w, s, s, 1048576, 1, 326.519123
w, s, r, 1048576, 1, 321.442422
r, s, s, 1048576, 1, 324.912633
r, s, r, 1048576, 1, 334.771845
w, s, s, 1048576, 1, 321.949729
w, s, r, 1048576, 1, 342.693506
r, s, s, 1048576, 1, 337.253838
r, s, r, 1048576, 1, 331.005951
r, a, s, 4096, 1, 297.579661
r, a, r, 4096, 1, 33.138946
r, a, s, 4096, 1, 292.520012
r, a, r, 4096, 1, 33.169301
r, a, s, 4096, 15, 291.501054
r, a, r, 4096, 15, 31.575253
r, a, s, 4096, 15, 330.160430
r, a, r, 4096, 15, 36.287774
r, a, s, 4096, 31, 396.240875
r, a, r, 4096, 31, 38.122028
r, a, s, 4096, 31, 409.750735
r, a, r, 4096, 31, 37.914852
r, a, s, 4096, 62, 419.030654
r, a, r, 4096, 62, 37.899290
r, a, s, 4096, 62, 414.680380
r, a, r, 4096, 62, 37.949321
r, a, s, 1048576, 1, 380.214132
r, a, r, 1048576, 1, 309.187732
r, a, s, 1048576, 1, 362.486871
r, a, r, 1048576, 1, 311.173186
r, a, s, 1048576, 15, 394.591678
r, a, r, 1048576, 15, 305.647960
r, a, s, 1048576, 15, 395.239180
r, a, r, 1048576, 15, 306.106259
r, a, s, 1048576, 31, 422.360747
r, a, r, 1048576, 31, 303.799913
r, a, s, 1048576, 31, 412.923512
r, a, r, 1048576, 31, 303.638927
r, a, s, 1048576, 62, 346.518005
r, a, r, 1048576, 62, 305.547022
r, a, s, 1048576, 62, 415.785129
r, a, r, 1048576, 62, 304.851675
r, a, s, 4096, 1, 56.570789
r, a, r, 4096, 1, 37.893066
r, a, s, 4096, 1, 61.219347
r, a, r, 4096, 1, 37.833078
r, a, s, 4096, 15, 217.956654
r, a, r, 4096, 15, 37.940708
r, a, s, 4096, 15, 221.789572
r, a, r, 4096, 15, 37.685758
r, a, s, 4096, 31, 223.875403
r, a, r, 4096, 31, 37.816580
r, a, s, 4096, 31, 240.610885
r, a, r, 4096, 31, 38.012019
r, a, s, 4096, 62, 326.460729
r, a, r, 4096, 62, 37.853742
r, a, s, 4096, 62, 317.203332
r, a, r, 4096, 62, 37.828120
r, a, s, 1048576, 1, 398.359442
r, a, r, 1048576, 1, 307.666998
r, a, s, 1048576, 1, 391.395623
r, a, r, 1048576, 1, 306.872061
r, a, s, 1048576, 15, 464.622955
r, a, r, 1048576, 15, 303.423472
r, a, s, 1048576, 15, 463.911882
r, a, r, 1048576, 15, 303.387083
r, a, s, 1048576, 31, 436.226632
r, a, r, 1048576, 31, 303.063966
r, a, s, 1048576, 31, 436.513187
r, a, r, 1048576, 31, 304.037623
r, a, s, 1048576, 62, 445.938814
r, a, r, 1048576, 62, 304.505729
r, a, s, 1048576, 62, 454.391650
r, a, r, 1048576, 62, 305.064620
