25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.209603 s, 500 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.339432 s, 309 MB/s
2015-08-18 22:34:23.138492
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.263923 s, 397 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.295829 s, 354 MB/s
2015-08-18 22:34:25.726541
w, s, s, 4096, 1, 0, 318.641093
w, s, r, 4096, 1, 0, 340.516143
r, s, s, 4096, 1, 0, 337.174777
r, s, r, 4096, 1, 0, 37.824431
w, s, s, 4096, 1, 0, 338.653268
w, s, r, 4096, 1, 0, 347.919482
r, s, s, 4096, 1, 0, 327.825566
r, s, r, 4096, 1, 0, 37.680491
w, s, s, 1048576, 1, 0, 345.547409
w, s, r, 1048576, 1, 0, 361.999737
r, s, s, 1048576, 1, 0, 374.900318
r, s, r, 1048576, 1, 0, 317.553458
w, s, s, 1048576, 1, 0, 364.454763
w, s, r, 1048576, 1, 0, 345.120199
r, s, s, 1048576, 1, 0, 335.412920
r, s, r, 1048576, 1, 0, 318.816197
w, s, s, 4096, 1, 1, 53.473372
w, s, r, 4096, 1, 1, 54.326368
r, s, s, 4096, 1, 1, 55.855511
r, s, r, 4096, 1, 1, 25.676185
w, s, s, 4096, 1, 1, 54.410337
w, s, r, 4096, 1, 1, 53.977469
r, s, s, 4096, 1, 1, 54.351543
r, s, r, 4096, 1, 1, 25.818208
w, s, s, 1048576, 1, 1, 424.146055
w, s, r, 1048576, 1, 1, 419.863476
r, s, s, 1048576, 1, 1, 386.518233
r, s, r, 1048576, 1, 1, 391.132198
w, s, s, 1048576, 1, 1, 401.124862
w, s, r, 1048576, 1, 1, 400.184323
r, s, s, 1048576, 1, 1, 390.000511
r, s, r, 1048576, 1, 1, 385.279393
r, a, s, 4096, 1, 0, 374.182713
r, a, r, 4096, 1, 0, 36.991774
r, a, s, 4096, 1, 0, 395.869295
r, a, r, 4096, 1, 0, 37.679639
r, a, s, 4096, 15, 0, 353.771170
r, a, r, 4096, 15, 0, 37.460130
r, a, s, 4096, 15, 0, 362.973730
r, a, r, 4096, 15, 0, 37.404222
r, a, s, 4096, 31, 0, 359.065260
r, a, r, 4096, 31, 0, 37.349998
r, a, s, 4096, 31, 0, 375.878982
r, a, r, 4096, 31, 0, 37.662748
r, a, s, 4096, 62, 0, 342.986880
r, a, r, 4096, 62, 0, 37.668789
r, a, s, 4096, 62, 0, 332.697992
r, a, r, 4096, 62, 0, 37.401449
r, a, s, 1048576, 1, 0, 316.281941
r, a, r, 1048576, 1, 0, 311.428862
r, a, s, 1048576, 1, 0, 355.060126
r, a, r, 1048576, 1, 0, 305.932584
r, a, s, 1048576, 15, 0, 394.399426
r, a, r, 1048576, 15, 0, 290.508574
r, a, s, 1048576, 15, 0, 389.751974
r, a, r, 1048576, 15, 0, 298.192509
r, a, s, 1048576, 31, 0, 394.937183
r, a, r, 1048576, 31, 0, 295.083316
r, a, s, 1048576, 31, 0, 380.071206
r, a, r, 1048576, 31, 0, 294.472005
r, a, s, 1048576, 62, 0, 392.074593
r, a, r, 1048576, 62, 0, 291.823469
r, a, s, 1048576, 62, 0, 421.404105
r, a, r, 1048576, 62, 0, 289.127562
r, a, s, 4096, 1, 1, 61.425973
r, a, r, 4096, 1, 1, 37.279894
r, a, s, 4096, 1, 1, 60.268688
r, a, r, 4096, 1, 1, 37.485717
r, a, s, 4096, 15, 1, 225.038771
r, a, r, 4096, 15, 1, 37.254258
r, a, s, 4096, 15, 1, 215.884618
r, a, r, 4096, 15, 1, 37.731157
r, a, s, 4096, 31, 1, 225.446881
r, a, r, 4096, 31, 1, 37.597398
r, a, s, 4096, 31, 1, 234.647418
r, a, r, 4096, 31, 1, 37.171089
r, a, s, 4096, 62, 1, 327.189101
r, a, r, 4096, 62, 1, 37.493817
r, a, s, 4096, 62, 1, 327.649113
r, a, r, 4096, 62, 1, 37.605132
r, a, s, 1048576, 1, 1, 390.671349
r, a, r, 1048576, 1, 1, 310.256651
r, a, s, 1048576, 1, 1, 389.962567
r, a, r, 1048576, 1, 1, 308.483087
r, a, s, 1048576, 15, 1, 470.876409
r, a, r, 1048576, 15, 1, 295.992903
r, a, s, 1048576, 15, 1, 472.182483
r, a, r, 1048576, 15, 1, 291.337556
r, a, s, 1048576, 31, 1, 469.328550
r, a, r, 1048576, 31, 1, 300.584729
r, a, s, 1048576, 31, 1, 463.280110
r, a, r, 1048576, 31, 1, 296.029492
r, a, s, 1048576, 62, 1, 461.822656
r, a, r, 1048576, 62, 1, 298.922097
r, a, s, 1048576, 62, 1, 470.780780
r, a, r, 1048576, 62, 1, 293.802622
