25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.206774 s, 507 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.303667 s, 345 MB/s
2015-08-18 21:16:38.878338
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.320332 s, 327 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.271675 s, 386 MB/s
2015-08-18 21:16:41.425260
w, s, s, 4096, 1, 0, 386.364756
w, s, r, 4096, 1, 0, 378.392320
r, s, s, 4096, 1, 0, 330.874753
r, s, r, 4096, 1, 0, 38.022533
w, s, s, 4096, 1, 0, 362.500520
w, s, r, 4096, 1, 0, 373.856543
r, s, s, 4096, 1, 0, 335.174468
r, s, r, 4096, 1, 0, 39.421707
w, s, s, 1048576, 1, 0, 371.799528
w, s, r, 1048576, 1, 0, 385.847796
r, s, s, 1048576, 1, 0, 333.932850
r, s, r, 1048576, 1, 0, 326.167009
w, s, s, 1048576, 1, 0, 383.407334
w, s, r, 1048576, 1, 0, 390.946943
r, s, s, 1048576, 1, 0, 401.779661
r, s, r, 1048576, 1, 0, 336.390235
w, s, s, 4096, 1, 1, 58.601766
w, s, r, 4096, 1, 1, 59.747638
r, s, s, 4096, 1, 1, 61.552827
r, s, r, 4096, 1, 1, 26.855954
w, s, s, 4096, 1, 1, 54.721875
w, s, r, 4096, 1, 1, 53.793701
r, s, s, 4096, 1, 1, 56.422896
r, s, r, 4096, 1, 1, 26.905426
w, s, s, 1048576, 1, 1, 426.334054
w, s, r, 1048576, 1, 1, 429.301653
r, s, s, 1048576, 1, 1, 395.210149
r, s, r, 1048576, 1, 1, 393.114733
w, s, s, 1048576, 1, 1, 420.477008
w, s, r, 1048576, 1, 1, 417.603045
r, s, s, 1048576, 1, 1, 391.859995
r, s, r, 1048576, 1, 1, 394.250754
r, a, s, 4096, 1, 0, 325.789005
r, a, r, 4096, 1, 0, 37.699076
r, a, s, 4096, 1, 0, 337.383074
r, a, r, 4096, 1, 0, 37.517180
r, a, s, 4096, 15, 0, 330.011533
r, a, r, 4096, 15, 0, 37.884577
r, a, s, 4096, 15, 0, 330.225598
r, a, r, 4096, 15, 0, 38.018542
r, a, s, 4096, 31, 0, 334.780209
r, a, r, 4096, 31, 0, 39.469665
r, a, s, 4096, 31, 0, 328.875911
r, a, r, 4096, 31, 0, 39.549107
r, a, s, 4096, 62, 0, 365.385031
r, a, r, 4096, 62, 0, 39.327785
r, a, s, 4096, 62, 0, 333.263416
r, a, r, 4096, 62, 0, 39.281539
r, a, s, 1048576, 1, 0, 325.140511
r, a, r, 1048576, 1, 0, 321.179720
r, a, s, 1048576, 1, 0, 329.142240
r, a, r, 1048576, 1, 0, 321.384544
r, a, s, 1048576, 15, 0, 327.054281
r, a, r, 1048576, 15, 0, 314.724824
r, a, s, 1048576, 15, 0, 325.917289
r, a, r, 1048576, 15, 0, 316.682246
r, a, s, 1048576, 31, 0, 326.801281
r, a, r, 1048576, 31, 0, 315.641714
r, a, s, 1048576, 31, 0, 356.764532
r, a, r, 1048576, 31, 0, 310.983720
r, a, s, 1048576, 62, 0, 335.601831
r, a, r, 1048576, 62, 0, 312.364505
r, a, s, 1048576, 62, 0, 364.815391
r, a, r, 1048576, 62, 0, 312.624781
r, a, s, 4096, 1, 1, 69.571589
r, a, r, 4096, 1, 1, 38.602828
r, a, s, 4096, 1, 1, 69.286949
r, a, r, 4096, 1, 1, 39.126915
r, a, s, 4096, 15, 1, 217.416657
r, a, r, 4096, 15, 1, 39.348199
r, a, s, 4096, 15, 1, 219.233120
r, a, r, 4096, 15, 1, 37.768986
r, a, s, 4096, 31, 1, 233.672007
r, a, r, 4096, 31, 1, 39.432060
r, a, s, 4096, 31, 1, 234.507452
r, a, r, 4096, 31, 1, 39.312592
r, a, s, 4096, 62, 1, 331.365442
r, a, r, 4096, 62, 1, 39.464283
r, a, s, 4096, 62, 1, 324.541629
r, a, r, 4096, 62, 1, 39.091910
r, a, s, 1048576, 1, 1, 395.594576
r, a, r, 1048576, 1, 1, 316.424745
r, a, s, 1048576, 1, 1, 393.311456
r, a, r, 1048576, 1, 1, 318.074758
r, a, s, 1048576, 15, 1, 474.954608
r, a, r, 1048576, 15, 1, 316.773613
r, a, s, 1048576, 15, 1, 474.660795
r, a, r, 1048576, 15, 1, 317.422218
r, a, s, 1048576, 31, 1, 475.808020
r, a, r, 1048576, 31, 1, 313.176312
r, a, s, 1048576, 31, 1, 474.508286
r, a, r, 1048576, 31, 1, 313.030194
r, a, s, 1048576, 62, 1, 474.771924
r, a, r, 1048576, 62, 1, 311.583369
r, a, s, 1048576, 62, 1, 472.384216
r, a, r, 1048576, 62, 1, 311.798648
