25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.209732 s, 500 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.316958 s, 331 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.255431 s, 411 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.289803 s, 362 MB/s
w, s, s, 4096, 1, 360.576533
w, s, r, 4096, 1, 353.442921
r, s, s, 4096, 1, 430.111550
r, s, r, 4096, 1, 35.613158
w, s, s, 4096, 1, 351.228753
w, s, r, 4096, 1, 355.895221
r, s, s, 4096, 1, 426.935024
r, s, r, 4096, 1, 35.052999
w, s, s, 1048576, 1, 359.368433
w, s, r, 1048576, 1, 367.999463
r, s, s, 1048576, 1, 435.676945
r, s, r, 1048576, 1, 289.632864
w, s, s, 1048576, 1, 364.613436
w, s, r, 1048576, 1, 371.908791
r, s, s, 1048576, 1, 428.213384
r, s, r, 1048576, 1, 285.947530
w, s, s, 4096, 1, 54.344282
w, s, r, 4096, 1, 56.152191
r, s, s, 4096, 1, 58.145874
r, s, r, 4096, 1, 21.722957
w, s, s, 4096, 1, 56.702366
w, s, r, 4096, 1, 55.683519
r, s, s, 4096, 1, 57.953224
r, s, r, 4096, 1, 21.839701
w, s, s, 1048576, 1, 394.265262
w, s, r, 1048576, 1, 391.761541
r, s, s, 1048576, 1, 378.058783
r, s, r, 1048576, 1, 382.227945
w, s, s, 1048576, 1, 394.380596
w, s, r, 1048576, 1, 393.042713
r, s, s, 1048576, 1, 374.821342
r, s, r, 1048576, 1, 379.678115
r, a, s, 4096, 1, 419.616395
r, a, r, 4096, 1, 34.783918
r, a, s, 4096, 1, 434.431562
r, a, r, 4096, 1, 34.908921
r, a, s, 4096, 15, 419.936949
r, a, r, 4096, 15, 35.025398
r, a, s, 4096, 15, 418.588539
r, a, r, 4096, 15, 35.074193
r, a, s, 4096, 31, 431.989241
r, a, r, 4096, 31, 35.363683
r, a, s, 4096, 31, 413.611998
r, a, r, 4096, 31, 35.151516
r, a, s, 4096, 62, 425.970665
r, a, r, 4096, 62, 35.092913
r, a, s, 4096, 62, 427.224609
r, a, r, 4096, 62, 35.393626
r, a, s, 1048576, 1, 407.222960
r, a, r, 1048576, 1, 286.337254
r, a, s, 1048576, 1, 429.078902
r, a, r, 1048576, 1, 285.544018
r, a, s, 1048576, 15, 430.617134
r, a, r, 1048576, 15, 280.915876
r, a, s, 1048576, 15, 413.904196
r, a, r, 1048576, 15, 277.957857
r, a, s, 1048576, 31, 431.933754
r, a, r, 1048576, 31, 280.640044
r, a, s, 1048576, 31, 420.073372
r, a, r, 1048576, 31, 279.939560
r, a, s, 1048576, 62, 431.794926
r, a, r, 1048576, 62, 273.528980
r, a, s, 1048576, 62, 414.108058
r, a, r, 1048576, 62, 278.004537
r, a, s, 4096, 1, 63.202365
r, a, r, 4096, 1, 35.011288
r, a, s, 4096, 1, 62.875859
r, a, r, 4096, 1, 34.923673
r, a, s, 4096, 15, 190.479498
r, a, r, 4096, 15, 35.316673
r, a, s, 4096, 15, 209.191550
r, a, r, 4096, 15, 35.133334
r, a, s, 4096, 31, 224.679092
r, a, r, 4096, 31, 34.894562
r, a, s, 4096, 31, 225.697804
r, a, r, 4096, 31, 34.979756
r, a, s, 4096, 62, 321.585404
r, a, r, 4096, 62, 34.831620
r, a, s, 4096, 62, 325.796825
r, a, r, 4096, 62, 34.995511
r, a, s, 1048576, 1, 382.514431
r, a, r, 1048576, 1, 283.639784
r, a, s, 1048576, 1, 370.084828
r, a, r, 1048576, 1, 287.292837
r, a, s, 1048576, 15, 475.222963
r, a, r, 1048576, 15, 289.004849
r, a, s, 1048576, 15, 467.627099
r, a, r, 1048576, 15, 280.814609
r, a, s, 1048576, 31, 459.236196
r, a, r, 1048576, 31, 279.637312
r, a, s, 1048576, 31, 478.332432
r, a, r, 1048576, 31, 279.400637
r, a, s, 1048576, 62, 469.624958
r, a, r, 1048576, 62, 275.854625
r, a, s, 1048576, 62, 464.127780
r, a, r, 1048576, 62, 284.333277
