25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.211161 s, 497 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.357332 s, 293 MB/s
2015-08-01 09:26:16.273349
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.320146 s, 328 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.284532 s, 369 MB/s
2015-08-01 09:26:18.903028
w, s, s, 4096, 1, 373.984497
w, s, r, 4096, 1, 361.223822
r, s, s, 4096, 1, 290.889205
r, s, r, 4096, 1, 33.894741
w, s, s, 4096, 1, 355.088576
w, s, r, 4096, 1, 363.610458
r, s, s, 4096, 1, 294.171179
r, s, r, 4096, 1, 33.971502
w, s, s, 1048576, 1, 364.849011
w, s, r, 1048576, 1, 379.884734
r, s, s, 1048576, 1, 297.367781
r, s, r, 1048576, 1, 287.549918
w, s, s, 1048576, 1, 374.184226
w, s, r, 1048576, 1, 384.643507
r, s, s, 1048576, 1, 292.108889
r, s, r, 1048576, 1, 291.476658
w, s, s, 4096, 1, 49.687975
w, s, r, 4096, 1, 51.756625
r, s, s, 4096, 1, 50.669518
r, s, r, 4096, 1, 23.352895
w, s, s, 4096, 1, 51.120277
w, s, r, 4096, 1, 50.335274
r, s, s, 4096, 1, 50.870152
r, s, r, 4096, 1, 23.395857
w, s, s, 1048576, 1, 362.212183
w, s, r, 1048576, 1, 366.134149
r, s, s, 1048576, 1, 341.887873
r, s, r, 1048576, 1, 345.098484
w, s, s, 1048576, 1, 357.770481
w, s, r, 1048576, 1, 367.885485
r, s, s, 1048576, 1, 341.025861
r, s, r, 1048576, 1, 340.514560
r, a, s, 4096, 1, 289.803247
r, a, r, 4096, 1, 33.339229
r, a, s, 4096, 1, 291.346239
r, a, r, 4096, 1, 33.476913
r, a, s, 4096, 15, 291.550561
r, a, r, 4096, 15, 33.237749
r, a, s, 4096, 15, 274.982441
r, a, r, 4096, 15, 34.578520
r, a, s, 4096, 31, 311.860782
r, a, r, 4096, 31, 37.610246
r, a, s, 4096, 31, 348.370501
r, a, r, 4096, 31, 38.106219
r, a, s, 4096, 62, 380.019546
r, a, r, 4096, 62, 38.380001
r, a, s, 4096, 62, 334.119137
r, a, r, 4096, 62, 38.278573
r, a, s, 1048576, 1, 334.264833
r, a, r, 1048576, 1, 323.382270
r, a, s, 1048576, 1, 333.838147
r, a, r, 1048576, 1, 324.352775
r, a, s, 1048576, 15, 357.841143
r, a, r, 1048576, 15, 318.719531
r, a, s, 1048576, 15, 390.873302
r, a, r, 1048576, 15, 318.372070
r, a, s, 1048576, 31, 403.917482
r, a, r, 1048576, 31, 318.527555
r, a, s, 1048576, 31, 346.629158
r, a, r, 1048576, 31, 318.253124
r, a, s, 1048576, 62, 398.009793
r, a, r, 1048576, 62, 318.090953
r, a, s, 1048576, 62, 350.085263
r, a, r, 1048576, 62, 317.254260
r, a, s, 4096, 1, 64.776756
r, a, r, 4096, 1, 37.922557
r, a, s, 4096, 1, 65.633445
r, a, r, 4096, 1, 38.231342
r, a, s, 4096, 15, 230.589252
r, a, r, 4096, 15, 38.410440
r, a, s, 4096, 15, 230.843501
r, a, r, 4096, 15, 38.364643
r, a, s, 4096, 31, 260.592326
r, a, r, 4096, 31, 38.434830
r, a, s, 4096, 31, 225.166399
r, a, r, 4096, 31, 38.403770
r, a, s, 4096, 62, 308.008793
r, a, r, 4096, 62, 38.338126
r, a, s, 4096, 62, 316.766944
r, a, r, 4096, 62, 38.429352
r, a, s, 1048576, 1, 391.239461
r, a, r, 1048576, 1, 322.933382
r, a, s, 1048576, 1, 387.696688
r, a, r, 1048576, 1, 323.488613
r, a, s, 1048576, 15, 472.229434
r, a, r, 1048576, 15, 317.432188
r, a, s, 1048576, 15, 472.762529
r, a, r, 1048576, 15, 318.795368
r, a, s, 1048576, 31, 468.536743
r, a, r, 1048576, 31, 319.195203
r, a, s, 1048576, 31, 468.549203
r, a, r, 1048576, 31, 319.339880
r, a, s, 1048576, 62, 470.051475
r, a, r, 1048576, 62, 314.072319
r, a, s, 1048576, 62, 467.667018
r, a, r, 1048576, 62, 318.542097
