25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.213071 s, 492 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.453036 s, 231 MB/s
2015-08-13 16:20:01.475572
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.307567 s, 341 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.307838 s, 341 MB/s
2015-08-13 16:20:04.201879
w, s, s, 4096, 1, 341.050294
w, s, r, 4096, 1, 317.293218
r, s, s, 4096, 1, 283.595318
r, s, r, 4096, 1, 33.542275
w, s, s, 4096, 1, 335.270392
w, s, r, 4096, 1, 326.697541
r, s, s, 4096, 1, 294.760435
r, s, r, 4096, 1, 33.357447
w, s, s, 1048576, 1, 326.174615
w, s, r, 1048576, 1, 337.418900
r, s, s, 1048576, 1, 284.667781
r, s, r, 1048576, 1, 273.241772
w, s, s, 1048576, 1, 346.298038
w, s, r, 1048576, 1, 358.110620
r, s, s, 1048576, 1, 283.750515
r, s, r, 1048576, 1, 275.236258
w, s, s, 4096, 1, 47.134980
w, s, r, 4096, 1, 48.610353
r, s, s, 4096, 1, 46.806108
r, s, r, 4096, 1, 23.008155
w, s, s, 4096, 1, 48.419281
w, s, r, 4096, 1, 47.753466
r, s, s, 4096, 1, 46.730583
r, s, r, 4096, 1, 22.609698
w, s, s, 1048576, 1, 317.045874
w, s, r, 1048576, 1, 317.490018
r, s, s, 1048576, 1, 318.228886
r, s, r, 1048576, 1, 311.442943
w, s, s, 1048576, 1, 318.007674
w, s, r, 1048576, 1, 319.454070
r, s, s, 1048576, 1, 305.185508
r, s, r, 1048576, 1, 311.839724
r, a, s, 4096, 1, 286.181207
r, a, r, 4096, 1, 33.143507
r, a, s, 4096, 1, 294.618244
r, a, r, 4096, 1, 33.068595
r, a, s, 4096, 15, 289.055003
r, a, r, 4096, 15, 34.539615
r, a, s, 4096, 15, 417.663558
r, a, r, 4096, 15, 37.699273
r, a, s, 4096, 31, 377.346277
r, a, r, 4096, 31, 38.109771
r, a, s, 4096, 31, 384.484014
r, a, r, 4096, 31, 38.152888
r, a, s, 4096, 62, 351.557335
r, a, r, 4096, 62, 37.792995
r, a, s, 4096, 62, 345.505309
r, a, r, 4096, 62, 38.032945
r, a, s, 1048576, 1, 356.748834
r, a, r, 1048576, 1, 308.018035
r, a, s, 1048576, 1, 367.874388
r, a, r, 1048576, 1, 303.539276
r, a, s, 1048576, 15, 398.475599
r, a, r, 1048576, 15, 301.116505
r, a, s, 1048576, 15, 400.343329
r, a, r, 1048576, 15, 301.624080
r, a, s, 1048576, 31, 405.148152
r, a, r, 1048576, 31, 302.111792
r, a, s, 1048576, 31, 366.090312
r, a, r, 1048576, 31, 301.741718
r, a, s, 1048576, 62, 381.866592
r, a, r, 1048576, 62, 302.060715
r, a, s, 1048576, 62, 422.616272
r, a, r, 1048576, 62, 301.609827
r, a, s, 4096, 1, 57.231406
r, a, r, 4096, 1, 37.905161
r, a, s, 4096, 1, 58.098640
r, a, r, 4096, 1, 37.620047
r, a, s, 4096, 15, 173.588771
r, a, r, 4096, 15, 38.010639
r, a, s, 4096, 15, 213.957096
r, a, r, 4096, 15, 38.118399
r, a, s, 4096, 31, 234.721071
r, a, r, 4096, 31, 37.992744
r, a, s, 4096, 31, 243.828563
r, a, r, 4096, 31, 37.940539
r, a, s, 4096, 62, 325.936082
r, a, r, 4096, 62, 38.118794
r, a, s, 4096, 62, 324.114652
r, a, r, 4096, 62, 38.108204
r, a, s, 1048576, 1, 388.421672
r, a, r, 1048576, 1, 303.957657
r, a, s, 1048576, 1, 388.672027
r, a, r, 1048576, 1, 305.729972
r, a, s, 1048576, 15, 458.901885
r, a, r, 1048576, 15, 301.942013
r, a, s, 1048576, 15, 464.426779
r, a, r, 1048576, 15, 301.360252
r, a, s, 1048576, 31, 431.812792
r, a, r, 1048576, 31, 302.565814
r, a, s, 1048576, 31, 443.728409
r, a, r, 1048576, 31, 300.968204
r, a, s, 1048576, 62, 437.995118
r, a, r, 1048576, 62, 298.179580
r, a, s, 1048576, 62, 437.027260
r, a, r, 1048576, 62, 301.859254
