25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.211047 s, 497 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.352864 s, 297 MB/s
2015-08-15 22:37:09.802486
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.26019 s, 403 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.308819 s, 340 MB/s
2015-08-15 22:37:12.454573
w, s, s, 4096, 1, 0, 353.087119
w, s, r, 4096, 1, 0, 306.696060
r, s, s, 4096, 1, 0, 341.773470
r, s, r, 4096, 1, 0, 33.114211
w, s, s, 4096, 1, 0, 339.258471
w, s, r, 4096, 1, 0, 340.506158
r, s, s, 4096, 1, 0, 305.484908
r, s, r, 4096, 1, 0, 32.160391
w, s, s, 1048576, 1, 0, 344.970314
w, s, r, 1048576, 1, 0, 359.201970
r, s, s, 1048576, 1, 0, 305.826665
r, s, r, 1048576, 1, 0, 245.909605
w, s, s, 1048576, 1, 0, 360.118573
w, s, r, 1048576, 1, 0, 376.907335
r, s, s, 1048576, 1, 0, 296.493489
r, s, r, 1048576, 1, 0, 257.281022
w, s, s, 4096, 1, 1, 53.287846
w, s, r, 4096, 1, 1, 52.294060
r, s, s, 4096, 1, 1, 50.947613
r, s, r, 4096, 1, 1, 23.491263
w, s, s, 4096, 1, 1, 52.171164
w, s, r, 4096, 1, 1, 52.450354
r, s, s, 4096, 1, 1, 51.008467
r, s, r, 4096, 1, 1, 23.527792
w, s, s, 1048576, 1, 1, 338.903441
w, s, r, 1048576, 1, 1, 346.900618
r, s, s, 1048576, 1, 1, 324.770667
r, s, r, 1048576, 1, 1, 329.533657
w, s, s, 1048576, 1, 1, 345.947748
w, s, r, 1048576, 1, 1, 339.232739
r, s, s, 1048576, 1, 1, 323.130596
r, s, r, 1048576, 1, 1, 323.908208
r, a, s, 4096, 1, 0, 332.419967
r, a, r, 4096, 1, 0, 33.736524
r, a, s, 4096, 1, 0, 346.445977
r, a, r, 4096, 1, 0, 33.711711
r, a, s, 4096, 15, 0, 344.161094
r, a, r, 4096, 15, 0, 33.954306
r, a, s, 4096, 15, 0, 339.643348
r, a, r, 4096, 15, 0, 35.980990
r, a, s, 4096, 31, 0, 421.323932
r, a, r, 4096, 31, 0, 38.803204
r, a, s, 4096, 31, 0, 426.685967
r, a, r, 4096, 31, 0, 38.792011
r, a, s, 4096, 62, 0, 421.876259
r, a, r, 4096, 62, 0, 38.423586
r, a, s, 4096, 62, 0, 426.728769
r, a, r, 4096, 62, 0, 38.718246
r, a, s, 1048576, 1, 0, 423.991079
r, a, r, 1048576, 1, 0, 292.098613
r, a, s, 1048576, 1, 0, 419.549149
r, a, r, 1048576, 1, 0, 287.046219
r, a, s, 1048576, 15, 0, 420.643391
r, a, r, 1048576, 15, 0, 275.649531
r, a, s, 1048576, 15, 0, 424.827920
r, a, r, 1048576, 15, 0, 274.652163
r, a, s, 1048576, 31, 0, 424.819399
r, a, r, 1048576, 31, 0, 275.202115
r, a, s, 1048576, 31, 0, 428.672531
r, a, r, 1048576, 31, 0, 277.008323
r, a, s, 1048576, 62, 0, 412.570454
r, a, r, 1048576, 62, 0, 277.597734
r, a, s, 1048576, 62, 0, 431.240063
r, a, r, 1048576, 62, 0, 276.279069
r, a, s, 4096, 1, 1, 64.150039
r, a, r, 4096, 1, 1, 38.630404
r, a, s, 4096, 1, 1, 65.281444
r, a, r, 4096, 1, 1, 38.627563
r, a, s, 4096, 15, 1, 230.894932
r, a, r, 4096, 15, 1, 38.626457
r, a, s, 4096, 15, 1, 230.295878
r, a, r, 4096, 15, 1, 38.848419
r, a, s, 4096, 31, 1, 258.798370
r, a, r, 4096, 31, 1, 38.872013
r, a, s, 4096, 31, 1, 226.945027
r, a, r, 4096, 31, 1, 38.738163
r, a, s, 4096, 62, 1, 322.233739
r, a, r, 4096, 62, 1, 38.744987
r, a, s, 4096, 62, 1, 307.956421
r, a, r, 4096, 62, 1, 38.665765
r, a, s, 1048576, 1, 1, 380.869025
r, a, r, 1048576, 1, 1, 288.291081
r, a, s, 1048576, 1, 1, 380.406598
r, a, r, 1048576, 1, 1, 290.112300
r, a, s, 1048576, 15, 1, 471.648628
r, a, r, 1048576, 15, 1, 276.578304
r, a, s, 1048576, 15, 1, 471.411064
r, a, r, 1048576, 15, 1, 277.483526
r, a, s, 1048576, 31, 1, 454.925694
r, a, r, 1048576, 31, 1, 276.622063
r, a, s, 1048576, 31, 1, 458.301782
r, a, r, 1048576, 31, 1, 299.569749
r, a, s, 1048576, 62, 1, 462.563842
r, a, r, 1048576, 62, 1, 285.760802
r, a, s, 1048576, 62, 1, 455.176665
r, a, r, 1048576, 62, 1, 277.533336
