25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.206971 s, 507 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.309853 s, 338 MB/s
2015-08-18 21:16:38.969898
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.245636 s, 427 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.284687 s, 368 MB/s
2015-08-18 21:16:41.525697
w, s, s, 4096, 1, 0, 375.735197
w, s, r, 4096, 1, 0, 364.894730
r, s, s, 4096, 1, 0, 292.249376
r, s, r, 4096, 1, 0, 34.007983
w, s, s, 4096, 1, 0, 356.091338
w, s, r, 4096, 1, 0, 363.177817
r, s, s, 4096, 1, 0, 296.279168
r, s, r, 4096, 1, 0, 33.977522
w, s, s, 1048576, 1, 0, 367.720083
w, s, r, 1048576, 1, 0, 380.725585
r, s, s, 1048576, 1, 0, 299.401001
r, s, r, 1048576, 1, 0, 290.939744
w, s, s, 1048576, 1, 0, 374.193072
w, s, r, 1048576, 1, 0, 387.228986
r, s, s, 1048576, 1, 0, 273.046148
r, s, r, 1048576, 1, 0, 271.712133
w, s, s, 4096, 1, 1, 49.280026
w, s, r, 4096, 1, 1, 52.372987
r, s, s, 4096, 1, 1, 51.424986
r, s, r, 4096, 1, 1, 23.170619
w, s, s, 4096, 1, 1, 52.434563
w, s, r, 4096, 1, 1, 50.509829
r, s, s, 4096, 1, 1, 52.012248
r, s, r, 4096, 1, 1, 23.591828
w, s, s, 1048576, 1, 1, 384.378253
w, s, r, 1048576, 1, 1, 386.381365
r, s, s, 1048576, 1, 1, 344.096102
r, s, r, 1048576, 1, 1, 349.190161
w, s, s, 1048576, 1, 1, 386.796649
w, s, r, 1048576, 1, 1, 388.006904
r, s, s, 1048576, 1, 1, 348.538160
r, s, r, 1048576, 1, 1, 345.231740
r, a, s, 4096, 1, 0, 295.905578
r, a, r, 4096, 1, 0, 33.933354
r, a, s, 4096, 1, 0, 299.475499
r, a, r, 4096, 1, 0, 33.886293
r, a, s, 4096, 15, 0, 299.038236
r, a, r, 4096, 15, 0, 34.031874
r, a, s, 4096, 15, 0, 297.280127
r, a, r, 4096, 15, 0, 34.048796
r, a, s, 4096, 31, 0, 352.487664
r, a, r, 4096, 31, 0, 38.703075
r, a, s, 4096, 31, 0, 383.993281
r, a, r, 4096, 31, 0, 38.876673
r, a, s, 4096, 62, 0, 384.197000
r, a, r, 4096, 62, 0, 38.648364
r, a, s, 4096, 62, 0, 337.205498
r, a, r, 4096, 62, 0, 38.749886
r, a, s, 1048576, 1, 0, 384.393403
r, a, r, 1048576, 1, 0, 330.101882
r, a, s, 1048576, 1, 0, 339.316255
r, a, r, 1048576, 1, 0, 330.132244
r, a, s, 1048576, 15, 0, 377.628801
r, a, r, 1048576, 15, 0, 319.186457
r, a, s, 1048576, 15, 0, 367.096579
r, a, r, 1048576, 15, 0, 321.862286
r, a, s, 1048576, 31, 0, 416.929646
r, a, r, 1048576, 31, 0, 322.227507
r, a, s, 1048576, 31, 0, 407.317461
r, a, r, 1048576, 31, 0, 319.387811
r, a, s, 1048576, 62, 0, 404.753758
r, a, r, 1048576, 62, 0, 321.217684
r, a, s, 1048576, 62, 0, 380.242715
r, a, r, 1048576, 62, 0, 321.293726
r, a, s, 4096, 1, 1, 66.296083
r, a, r, 4096, 1, 1, 38.544097
r, a, s, 4096, 1, 1, 66.141578
r, a, r, 4096, 1, 1, 38.616846
r, a, s, 4096, 15, 1, 207.292131
r, a, r, 4096, 15, 1, 38.195841
r, a, s, 4096, 15, 1, 212.933732
r, a, r, 4096, 15, 1, 38.671798
r, a, s, 4096, 31, 1, 231.445305
r, a, r, 4096, 31, 1, 38.735230
r, a, s, 4096, 31, 1, 231.963183
r, a, r, 4096, 31, 1, 38.784544
r, a, s, 4096, 62, 1, 320.059052
r, a, r, 4096, 62, 1, 38.714481
r, a, s, 4096, 62, 1, 330.223293
r, a, r, 4096, 62, 1, 38.576776
r, a, s, 1048576, 1, 1, 400.770136
r, a, r, 1048576, 1, 1, 328.231140
r, a, s, 1048576, 1, 1, 400.344257
r, a, r, 1048576, 1, 1, 328.568093
r, a, s, 1048576, 15, 1, 481.694317
r, a, r, 1048576, 15, 1, 320.681287
r, a, s, 1048576, 15, 1, 478.819551
r, a, r, 1048576, 15, 1, 320.865252
r, a, s, 1048576, 31, 1, 481.699251
r, a, r, 1048576, 31, 1, 320.899654
r, a, s, 1048576, 31, 1, 481.481051
r, a, r, 1048576, 31, 1, 316.475702
r, a, s, 1048576, 62, 1, 479.914006
r, a, r, 1048576, 62, 1, 320.251443
r, a, s, 1048576, 62, 1, 480.279410
r, a, r, 1048576, 62, 1, 321.074881
