25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.206248 s, 508 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.301618 s, 348 MB/s
2015-08-11 05:19:45.671553
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.298436 s, 351 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.279663 s, 375 MB/s
2015-08-11 05:19:48.214786
w, s, s, 4096, 1, 0, 378.965050
w, s, r, 4096, 1, 0, 373.473208
r, s, s, 4096, 1, 0, 320.210913
r, s, r, 4096, 1, 0, 37.955529
w, s, s, 4096, 1, 0, 363.412406
w, s, r, 4096, 1, 0, 374.000612
r, s, s, 4096, 1, 0, 321.550834
r, s, r, 4096, 1, 0, 38.293537
w, s, s, 1048576, 1, 0, 374.588206
w, s, r, 1048576, 1, 0, 385.394969
r, s, s, 1048576, 1, 0, 326.837557
r, s, r, 1048576, 1, 0, 319.403215
w, s, s, 1048576, 1, 0, 379.464102
w, s, r, 1048576, 1, 0, 390.106220
r, s, s, 1048576, 1, 0, 340.977507
r, s, r, 1048576, 1, 0, 330.045970
w, s, s, 4096, 1, 1, 53.454089
w, s, r, 4096, 1, 1, 55.163873
r, s, s, 4096, 1, 1, 56.009248
r, s, r, 4096, 1, 1, 25.836198
w, s, s, 4096, 1, 1, 56.183666
w, s, r, 4096, 1, 1, 54.570047
r, s, s, 4096, 1, 1, 55.695084
r, s, r, 4096, 1, 1, 25.843125
w, s, s, 1048576, 1, 1, 421.680968
w, s, r, 1048576, 1, 1, 422.886527
r, s, s, 1048576, 1, 1, 390.597423
r, s, r, 1048576, 1, 1, 393.749539
w, s, s, 1048576, 1, 1, 418.112963
w, s, r, 1048576, 1, 1, 421.761597
r, s, s, 1048576, 1, 1, 390.399032
r, s, r, 1048576, 1, 1, 387.709907
r, a, s, 4096, 1, 0, 388.685230
r, a, r, 4096, 1, 0, 38.250530
r, a, s, 4096, 1, 0, 388.502802
r, a, r, 4096, 1, 0, 37.881585
r, a, s, 4096, 15, 0, 351.720448
r, a, r, 4096, 15, 0, 38.155210
r, a, s, 4096, 15, 0, 372.246711
r, a, r, 4096, 15, 0, 38.165463
r, a, s, 4096, 31, 0, 372.875923
r, a, r, 4096, 31, 0, 38.053462
r, a, s, 4096, 31, 0, 338.996811
r, a, r, 4096, 31, 0, 37.833807
r, a, s, 4096, 62, 0, 341.243855
r, a, r, 4096, 62, 0, 37.884316
r, a, s, 4096, 62, 0, 340.465173
r, a, r, 4096, 62, 0, 37.845751
r, a, s, 1048576, 1, 0, 334.770606
r, a, r, 1048576, 1, 0, 325.733480
r, a, s, 1048576, 1, 0, 334.088870
r, a, r, 1048576, 1, 0, 326.125658
r, a, s, 1048576, 15, 0, 379.880992
r, a, r, 1048576, 15, 0, 316.025559
r, a, s, 1048576, 15, 0, 331.544321
r, a, r, 1048576, 15, 0, 321.997527
r, a, s, 1048576, 31, 0, 329.593240
r, a, r, 1048576, 31, 0, 316.302978
r, a, s, 1048576, 31, 0, 365.832343
r, a, r, 1048576, 31, 0, 313.361499
r, a, s, 1048576, 62, 0, 354.705084
r, a, r, 1048576, 62, 0, 313.709987
r, a, s, 1048576, 62, 0, 379.039355
r, a, r, 1048576, 62, 0, 310.000010
r, a, s, 4096, 1, 1, 64.729784
r, a, r, 4096, 1, 1, 38.284326
r, a, s, 4096, 1, 1, 63.911686
r, a, r, 4096, 1, 1, 37.863604
r, a, s, 4096, 15, 1, 179.017846
r, a, r, 4096, 15, 1, 37.937138
r, a, s, 4096, 15, 1, 188.569545
r, a, r, 4096, 15, 1, 38.078356
r, a, s, 4096, 31, 1, 226.195344
r, a, r, 4096, 31, 1, 38.226637
r, a, s, 4096, 31, 1, 228.927527
r, a, r, 4096, 31, 1, 38.217285
r, a, s, 4096, 62, 1, 321.203570
r, a, r, 4096, 62, 1, 38.034697
r, a, s, 4096, 62, 1, 326.806267
r, a, r, 4096, 62, 1, 37.833185
r, a, s, 1048576, 1, 1, 391.472872
r, a, r, 1048576, 1, 1, 323.662635
r, a, s, 1048576, 1, 1, 388.239130
r, a, r, 1048576, 1, 1, 322.735464
r, a, s, 1048576, 15, 1, 478.729037
r, a, r, 1048576, 15, 1, 319.124169
r, a, s, 1048576, 15, 1, 480.572619
r, a, r, 1048576, 15, 1, 320.645447
r, a, s, 1048576, 31, 1, 474.297827
r, a, r, 1048576, 31, 1, 319.297293
r, a, s, 1048576, 31, 1, 473.965811
r, a, r, 1048576, 31, 1, 318.416985
r, a, s, 1048576, 62, 1, 479.734102
r, a, r, 1048576, 62, 1, 306.618651
r, a, s, 1048576, 62, 1, 471.084321
r, a, r, 1048576, 62, 1, 310.379275
