25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.206411 s, 508 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.297354 s, 353 MB/s
2015-08-11 23:38:02.632200
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.314649 s, 333 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.271064 s, 387 MB/s
2015-08-11 23:38:05.171728
w, s, s, 4096, 1, 0, 387.886264
w, s, r, 4096, 1, 0, 380.662638
r, s, s, 4096, 1, 0, 333.899711
r, s, r, 4096, 1, 0, 37.423990
w, s, s, 4096, 1, 0, 374.122559
w, s, r, 4096, 1, 0, 384.658452
r, s, s, 4096, 1, 0, 337.303815
r, s, r, 4096, 1, 0, 37.478021
w, s, s, 1048576, 1, 0, 383.868995
w, s, r, 1048576, 1, 0, 397.536297
r, s, s, 1048576, 1, 0, 337.063255
r, s, r, 1048576, 1, 0, 328.269359
w, s, s, 1048576, 1, 0, 389.745499
w, s, r, 1048576, 1, 0, 396.935350
r, s, s, 1048576, 1, 0, 341.188088
r, s, r, 1048576, 1, 0, 335.409090
w, s, s, 4096, 1, 1, 52.249805
w, s, r, 4096, 1, 1, 53.091790
r, s, s, 4096, 1, 1, 54.908942
r, s, r, 4096, 1, 1, 25.293312
w, s, s, 4096, 1, 1, 53.522334
w, s, r, 4096, 1, 1, 53.096953
r, s, s, 4096, 1, 1, 55.195953
r, s, r, 4096, 1, 1, 25.373957
w, s, s, 1048576, 1, 1, 422.982347
w, s, r, 1048576, 1, 1, 426.714778
r, s, s, 1048576, 1, 1, 387.037370
r, s, r, 1048576, 1, 1, 398.309802
w, s, s, 1048576, 1, 1, 423.886856
w, s, r, 1048576, 1, 1, 424.765991
r, s, s, 1048576, 1, 1, 384.687031
r, s, r, 1048576, 1, 1, 389.450213
r, a, s, 4096, 1, 0, 327.708540
r, a, r, 4096, 1, 0, 37.066799
r, a, s, 4096, 1, 0, 326.840120
r, a, r, 4096, 1, 0, 37.081694
r, a, s, 4096, 15, 0, 326.547707
r, a, r, 4096, 15, 0, 37.151296
r, a, s, 4096, 15, 0, 328.512833
r, a, r, 4096, 15, 0, 37.168796
r, a, s, 4096, 31, 0, 326.427089
r, a, r, 4096, 31, 0, 37.227283
r, a, s, 4096, 31, 0, 328.801599
r, a, r, 4096, 31, 0, 37.166489
r, a, s, 4096, 62, 0, 328.025180
r, a, r, 4096, 62, 0, 36.961566
r, a, s, 4096, 62, 0, 326.300051
r, a, r, 4096, 62, 0, 37.125021
r, a, s, 1048576, 1, 0, 328.681297
r, a, r, 1048576, 1, 0, 319.711100
r, a, s, 1048576, 1, 0, 328.612438
r, a, r, 1048576, 1, 0, 319.193579
r, a, s, 1048576, 15, 0, 327.173131
r, a, r, 1048576, 15, 0, 317.049243
r, a, s, 1048576, 15, 0, 327.822184
r, a, r, 1048576, 15, 0, 318.368066
r, a, s, 1048576, 31, 0, 327.411770
r, a, r, 1048576, 31, 0, 317.277912
r, a, s, 1048576, 31, 0, 325.608876
r, a, r, 1048576, 31, 0, 317.358147
r, a, s, 1048576, 62, 0, 325.721318
r, a, r, 1048576, 62, 0, 318.248780
r, a, s, 1048576, 62, 0, 326.298119
r, a, r, 1048576, 62, 0, 317.932866
r, a, s, 4096, 1, 1, 59.955976
r, a, r, 4096, 1, 1, 37.025642
r, a, s, 4096, 1, 1, 60.001847
r, a, r, 4096, 1, 1, 36.786373
r, a, s, 4096, 15, 1, 204.349880
r, a, r, 4096, 15, 1, 37.176768
r, a, s, 4096, 15, 1, 217.740190
r, a, r, 4096, 15, 1, 37.109410
r, a, s, 4096, 31, 1, 228.195131
r, a, r, 4096, 31, 1, 37.200023
r, a, s, 4096, 31, 1, 226.132018
r, a, r, 4096, 31, 1, 37.236095
r, a, s, 4096, 62, 1, 328.003698
r, a, r, 4096, 62, 1, 37.214945
r, a, s, 4096, 62, 1, 327.680055
r, a, r, 4096, 62, 1, 37.158625
r, a, s, 1048576, 1, 1, 391.017568
r, a, r, 1048576, 1, 1, 319.995302
r, a, s, 1048576, 1, 1, 389.686053
r, a, r, 1048576, 1, 1, 319.773350
r, a, s, 1048576, 15, 1, 478.178744
r, a, r, 1048576, 15, 1, 317.562703
r, a, s, 1048576, 15, 1, 479.872383
r, a, r, 1048576, 15, 1, 317.288195
r, a, s, 1048576, 31, 1, 479.952315
r, a, r, 1048576, 31, 1, 316.266547
r, a, s, 1048576, 31, 1, 475.423562
r, a, r, 1048576, 31, 1, 315.664050
r, a, s, 1048576, 62, 1, 478.161610
r, a, r, 1048576, 62, 1, 317.130201
r, a, s, 1048576, 62, 1, 477.557135
r, a, r, 1048576, 62, 1, 316.630684
