25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.205729 s, 510 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.298321 s, 351 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.326768 s, 321 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.27228 s, 385 MB/s
w, s, s, 4096, 1, 386.475178
w, s, r, 4096, 1, 376.842447
r, s, s, 4096, 1, 342.173428
r, s, r, 4096, 1, 39.853630
w, s, s, 4096, 1, 374.705719
w, s, r, 4096, 1, 380.740495
r, s, s, 4096, 1, 331.962450
r, s, r, 4096, 1, 40.058053
w, s, s, 1048576, 1, 384.228207
w, s, r, 1048576, 1, 396.026050
r, s, s, 1048576, 1, 337.144844
r, s, r, 1048576, 1, 326.258657
w, s, s, 1048576, 1, 388.878852
w, s, r, 1048576, 1, 401.680256
r, s, s, 1048576, 1, 330.871001
r, s, r, 1048576, 1, 317.464894
w, s, s, 4096, 1, 60.300367
w, s, r, 4096, 1, 61.712696
r, s, s, 4096, 1, 62.068706
r, s, r, 4096, 1, 27.201337
w, s, s, 4096, 1, 61.556645
w, s, r, 4096, 1, 62.056996
r, s, s, 4096, 1, 62.368260
r, s, r, 4096, 1, 27.257497
w, s, s, 1048576, 1, 423.351241
w, s, r, 1048576, 1, 424.001414
r, s, s, 1048576, 1, 397.137072
r, s, r, 1048576, 1, 396.921624
w, s, s, 1048576, 1, 423.078257
w, s, r, 1048576, 1, 422.780082
r, s, s, 1048576, 1, 392.325841
r, s, r, 1048576, 1, 394.077357
r, a, s, 4096, 1, 328.390512
r, a, r, 4096, 1, 39.600716
r, a, s, 4096, 1, 356.008448
r, a, r, 4096, 1, 39.727845
r, a, s, 4096, 15, 335.489124
r, a, r, 4096, 15, 40.036724
r, a, s, 4096, 15, 333.506893
r, a, r, 4096, 15, 39.784069
r, a, s, 4096, 31, 337.742955
r, a, r, 4096, 31, 39.655439
r, a, s, 4096, 31, 336.855559
r, a, r, 4096, 31, 39.881685
r, a, s, 4096, 62, 330.237967
r, a, r, 4096, 62, 39.943847
r, a, s, 4096, 62, 343.501645
r, a, r, 4096, 62, 39.960749
r, a, s, 1048576, 1, 329.138215
r, a, r, 1048576, 1, 322.337480
r, a, s, 1048576, 1, 335.306577
r, a, r, 1048576, 1, 319.322838
r, a, s, 1048576, 15, 357.936884
r, a, r, 1048576, 15, 316.047905
r, a, s, 1048576, 15, 323.342537
r, a, r, 1048576, 15, 318.429813
r, a, s, 1048576, 31, 327.504477
r, a, r, 1048576, 31, 312.738234
r, a, s, 1048576, 31, 325.950951
r, a, r, 1048576, 31, 318.711994
r, a, s, 1048576, 62, 323.947088
r, a, r, 1048576, 62, 312.122165
r, a, s, 1048576, 62, 328.201106
r, a, r, 1048576, 62, 314.700470
r, a, s, 4096, 1, 66.166427
r, a, r, 4096, 1, 39.889523
r, a, s, 4096, 1, 70.574465
r, a, r, 4096, 1, 39.531123
r, a, s, 4096, 15, 222.933136
r, a, r, 4096, 15, 39.935668
r, a, s, 4096, 15, 223.109883
r, a, r, 4096, 15, 39.957659
r, a, s, 4096, 31, 230.051193
r, a, r, 4096, 31, 39.777263
r, a, s, 4096, 31, 231.898632
r, a, r, 4096, 31, 39.676209
r, a, s, 4096, 62, 325.275973
r, a, r, 4096, 62, 39.877609
r, a, s, 4096, 62, 323.391903
r, a, r, 4096, 62, 39.961939
r, a, s, 1048576, 1, 388.398719
r, a, r, 1048576, 1, 317.683086
r, a, s, 1048576, 1, 393.411419
r, a, r, 1048576, 1, 312.667021
r, a, s, 1048576, 15, 471.854187
r, a, r, 1048576, 15, 317.562043
r, a, s, 1048576, 15, 462.368193
r, a, r, 1048576, 15, 310.644668
r, a, s, 1048576, 31, 478.789104
r, a, r, 1048576, 31, 315.896282
r, a, s, 1048576, 31, 467.793496
r, a, r, 1048576, 31, 311.020259
r, a, s, 1048576, 62, 481.108581
r, a, r, 1048576, 62, 316.284168
r, a, s, 1048576, 62, 473.539737
r, a, r, 1048576, 62, 312.616385
